edge_id,allocation_id,target_type,target_id,item,lexeme_id,sense_id,source_record_id,edge_type,from_story_id,to_story_id,from_island_id,to_island_id,route_class,required_evidence_class,productive_demand_rule,regional_policy,mastery_claim,curriculum_version,status,notes
REC-A1-000708,SEQ-A1-000242,SENSE,SENSE-A1-000340,llave,LEX-A1-000334,SENSE-A1-000340,,DISTANT_RETURN,A1-M02-I04-S1,A1-M03-I03-S4,A1-M02-I04,A1-M03-I03,CORE_OR_STRUCTURAL_ROUTE,DELAYED_RETRIEVAL_OR_TERMINAL_INTEGRATION,CONTEXTUAL_OR_FUNCTION_BOUND,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,"Scheduled four islands after first introduction; destination story is load-balanced. This is a curriculum spacing rule, not a universal optimal interval claim."
REC-A1-000709,SEQ-A1-000245,SENSE,SENSE-A1-000506,sala de estar,LEX-A1-000497,SENSE-A1-000506,,LOCAL_REUSE,A1-M02-I03-S1,A1-M02-I03-S4,A1-M02-I03,A1-M02-I03,CORE_OR_STRUCTURAL_ROUTE,REEXPOSURE_OR_RETRIEVAL,CONTEXTUAL_OR_FUNCTION_BOUND,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,
REC-A1-000710,SEQ-A1-000245,SENSE,SENSE-A1-000506,sala de estar,LEX-A1-000497,SENSE-A1-000506,,NEAR_TRANSFER,A1-M02-I03-S4,A1-M02-I04-S2,A1-M02-I03,A1-M02-I04,CORE_OR_STRUCTURAL_ROUTE,TRANSFER_IN_CHANGED_CONTEXT,CONTEXTUAL_OR_FUNCTION_BOUND,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,
REC-A1-000711,SEQ-A1-000245,SENSE,SENSE-A1-000506,sala de estar,LEX-A1-000497,SENSE-A1-000506,,DISTANT_RETURN,A1-M02-I04-S2,A1-M03-I03-S3,A1-M02-I04,A1-M03-I03,CORE_OR_STRUCTURAL_ROUTE,DELAYED_RETRIEVAL_OR_TERMINAL_INTEGRATION,CONTEXTUAL_OR_FUNCTION_BOUND,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,"Scheduled four islands after first introduction; destination story is load-balanced. This is a curriculum spacing rule, not a universal optimal interval claim."
REC-A1-000712,SEQ-A1-000248,SENSE,SENSE-A1-000527,sillón,LEX-A1-000518,SENSE-A1-000527,,LOCAL_REUSE,A1-M02-I03-S1,A1-M02-I03-S2,A1-M02-I03,A1-M02-I03,CORE_OR_STRUCTURAL_ROUTE,REEXPOSURE_OR_RETRIEVAL,CONTEXTUAL_OR_FUNCTION_BOUND,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,
REC-A1-000713,SEQ-A1-000248,SENSE,SENSE-A1-000527,sillón,LEX-A1-000518,SENSE-A1-000527,,NEAR_TRANSFER,A1-M02-I03-S2,A1-M02-I04-S3,A1-M02-I03,A1-M02-I04,CORE_OR_STRUCTURAL_ROUTE,TRANSFER_IN_CHANGED_CONTEXT,CONTEXTUAL_OR_FUNCTION_BOUND,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,
REC-A1-000714,SEQ-A1-000248,SENSE,SENSE-A1-000527,sillón,LEX-A1-000518,SENSE-A1-000527,,DISTANT_RETURN,A1-M02-I04-S3,A1-M03-I03-S4,A1-M02-I04,A1-M03-I03,CORE_OR_STRUCTURAL_ROUTE,DELAYED_RETRIEVAL_OR_TERMINAL_INTEGRATION,CONTEXTUAL_OR_FUNCTION_BOUND,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,"Scheduled four islands after first introduction; destination story is load-balanced. This is a curriculum spacing rule, not a universal optimal interval claim."
REC-A1-000715,SEQ-A1-000251,SENSE,SENSE-A1-000599,vivir,LEX-A1-000590,SENSE-A1-000599,,LOCAL_REUSE,A1-M02-I03-S1,A1-M02-I03-S3,A1-M02-I03,A1-M02-I03,CORE_OR_STRUCTURAL_ROUTE,REEXPOSURE_OR_RETRIEVAL,CONTEXTUAL_OR_FUNCTION_BOUND,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,
REC-A1-000716,SEQ-A1-000251,SENSE,SENSE-A1-000599,vivir,LEX-A1-000590,SENSE-A1-000599,,NEAR_TRANSFER,A1-M02-I03-S3,A1-M02-I04-S1,A1-M02-I03,A1-M02-I04,CORE_OR_STRUCTURAL_ROUTE,TRANSFER_IN_CHANGED_CONTEXT,CONTEXTUAL_OR_FUNCTION_BOUND,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,
REC-A1-000717,SEQ-A1-000251,SENSE,SENSE-A1-000599,vivir,LEX-A1-000590,SENSE-A1-000599,,DISTANT_RETURN,A1-M02-I04-S1,A1-M03-I03-S1,A1-M02-I04,A1-M03-I03,CORE_OR_STRUCTURAL_ROUTE,DELAYED_RETRIEVAL_OR_TERMINAL_INTEGRATION,CONTEXTUAL_OR_FUNCTION_BOUND,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,"Scheduled four islands after first introduction; destination story is load-balanced. This is a curriculum spacing rule, not a universal optimal interval claim."
REC-A1-000718,SEQ-A1-000255,GRAMMAR_UNIT,GRAM-A1-059,Incompatibilidad del posesivo átono con haber impersonal,,,,LOCAL_REUSE,A1-M02-I03-S2,A1-M02-I03-S4,A1-M02-I03,A1-M02-I03,CORE_OR_STRUCTURAL_ROUTE,REEXPOSURE_OR_RETRIEVAL,AS_OBJECT_POLICY_REQUIRES,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,
REC-A1-000719,SEQ-A1-000255,GRAMMAR_UNIT,GRAM-A1-059,Incompatibilidad del posesivo átono con haber impersonal,,,,NEAR_TRANSFER,A1-M02-I03-S4,A1-M02-I04-S2,A1-M02-I03,A1-M02-I04,CORE_OR_STRUCTURAL_ROUTE,TRANSFER_IN_CHANGED_CONTEXT,AS_OBJECT_POLICY_REQUIRES,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,
REC-A1-000720,SEQ-A1-000255,GRAMMAR_UNIT,GRAM-A1-059,Incompatibilidad del posesivo átono con haber impersonal,,,,DISTANT_RETURN,A1-M02-I04-S2,A1-M03-I03-S2,A1-M02-I04,A1-M03-I03,CORE_OR_STRUCTURAL_ROUTE,DELAYED_RETRIEVAL_OR_TERMINAL_INTEGRATION,AS_OBJECT_POLICY_REQUIRES,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,"Scheduled four islands after first introduction; destination story is load-balanced. This is a curriculum spacing rule, not a universal optimal interval claim."
REC-A1-000721,SEQ-A1-000258,GRAMMAR_UNIT,GRAM-A1-078,Ausencia de clítico en respuestas con antecedente nominal inespecífico sin determinante/cuantiﬁcador,,,,LOCAL_REUSE,A1-M02-I03-S2,A1-M02-I03-S3,A1-M02-I03,A1-M02-I03,CORE_OR_STRUCTURAL_ROUTE,REEXPOSURE_OR_RETRIEVAL,AS_OBJECT_POLICY_REQUIRES,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,
REC-A1-000722,SEQ-A1-000258,GRAMMAR_UNIT,GRAM-A1-078,Ausencia de clítico en respuestas con antecedente nominal inespecífico sin determinante/cuantiﬁcador,,,,NEAR_TRANSFER,A1-M02-I03-S3,A1-M02-I04-S3,A1-M02-I03,A1-M02-I04,CORE_OR_STRUCTURAL_ROUTE,TRANSFER_IN_CHANGED_CONTEXT,AS_OBJECT_POLICY_REQUIRES,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,
REC-A1-000723,SEQ-A1-000258,GRAMMAR_UNIT,GRAM-A1-078,Ausencia de clítico en respuestas con antecedente nominal inespecífico sin determinante/cuantiﬁcador,,,,DISTANT_RETURN,A1-M02-I04-S3,A1-M03-I03-S3,A1-M02-I04,A1-M03-I03,CORE_OR_STRUCTURAL_ROUTE,DELAYED_RETRIEVAL_OR_TERMINAL_INTEGRATION,AS_OBJECT_POLICY_REQUIRES,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,"Scheduled four islands after first introduction; destination story is load-balanced. This is a curriculum spacing rule, not a universal optimal interval claim."
REC-A1-000724,SEQ-A1-000259,GRAMMAR_UNIT,GRAM-A1-146,Oraciones impersonales con haber,,,,LOCAL_REUSE,A1-M02-I03-S2,A1-M02-I03-S4,A1-M02-I03,A1-M02-I03,CORE_OR_STRUCTURAL_ROUTE,REEXPOSURE_OR_RETRIEVAL,AS_OBJECT_POLICY_REQUIRES,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,
REC-A1-000725,SEQ-A1-000259,GRAMMAR_UNIT,GRAM-A1-146,Oraciones impersonales con haber,,,,NEAR_TRANSFER,A1-M02-I03-S4,A1-M02-I04-S1,A1-M02-I03,A1-M02-I04,CORE_OR_STRUCTURAL_ROUTE,TRANSFER_IN_CHANGED_CONTEXT,AS_OBJECT_POLICY_REQUIRES,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,
REC-A1-000726,SEQ-A1-000259,GRAMMAR_UNIT,GRAM-A1-146,Oraciones impersonales con haber,,,,DISTANT_RETURN,A1-M02-I04-S1,A1-M03-I03-S4,A1-M02-I04,A1-M03-I03,CORE_OR_STRUCTURAL_ROUTE,DELAYED_RETRIEVAL_OR_TERMINAL_INTEGRATION,AS_OBJECT_POLICY_REQUIRES,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,"Scheduled four islands after first introduction; destination story is load-balanced. This is a curriculum spacing rule, not a universal optimal interval claim."
REC-A1-000727,SEQ-A1-000262,MWU_SOURCE_UNIT,12B1-MWU-0077,calefacción individual,LEX-A1-000091,SENSE-A1-000093,12B1-MWU-0077,LOCAL_REUSE,A1-M02-I03-S2,A1-M02-I03-S3,A1-M02-I03,A1-M02-I03,CORE_OR_STRUCTURAL_ROUTE,REEXPOSURE_OR_RETRIEVAL,AS_OBJECT_POLICY_REQUIRES,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,
REC-A1-000728,SEQ-A1-000262,MWU_SOURCE_UNIT,12B1-MWU-0077,calefacción individual,LEX-A1-000091,SENSE-A1-000093,12B1-MWU-0077,NEAR_TRANSFER,A1-M02-I03-S3,A1-M02-I04-S2,A1-M02-I03,A1-M02-I04,CORE_OR_STRUCTURAL_ROUTE,TRANSFER_IN_CHANGED_CONTEXT,AS_OBJECT_POLICY_REQUIRES,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,
REC-A1-000729,SEQ-A1-000262,MWU_SOURCE_UNIT,12B1-MWU-0077,calefacción individual,LEX-A1-000091,SENSE-A1-000093,12B1-MWU-0077,DISTANT_RETURN,A1-M02-I04-S2,A1-M03-I03-S1,A1-M02-I04,A1-M03-I03,CORE_OR_STRUCTURAL_ROUTE,DELAYED_RETRIEVAL_OR_TERMINAL_INTEGRATION,AS_OBJECT_POLICY_REQUIRES,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,"Scheduled four islands after first introduction; destination story is load-balanced. This is a curriculum spacing rule, not a universal optimal interval claim."
REC-A1-000730,SEQ-A1-000265,MWU_SOURCE_UNIT,12B1-MWU-0083,tener ascensor,,,12B1-MWU-0083,LOCAL_REUSE,A1-M02-I03-S2,A1-M02-I03-S4,A1-M02-I03,A1-M02-I03,CORE_OR_STRUCTURAL_ROUTE,REEXPOSURE_OR_RETRIEVAL,AS_OBJECT_POLICY_REQUIRES,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,
REC-A1-000731,SEQ-A1-000265,MWU_SOURCE_UNIT,12B1-MWU-0083,tener ascensor,,,12B1-MWU-0083,NEAR_TRANSFER,A1-M02-I03-S4,A1-M02-I04-S3,A1-M02-I03,A1-M02-I04,CORE_OR_STRUCTURAL_ROUTE,TRANSFER_IN_CHANGED_CONTEXT,AS_OBJECT_POLICY_REQUIRES,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,
REC-A1-000732,SEQ-A1-000265,MWU_SOURCE_UNIT,12B1-MWU-0083,tener ascensor,,,12B1-MWU-0083,DISTANT_RETURN,A1-M02-I04-S3,A1-M03-I03-S2,A1-M02-I04,A1-M03-I03,CORE_OR_STRUCTURAL_ROUTE,DELAYED_RETRIEVAL_OR_TERMINAL_INTEGRATION,AS_OBJECT_POLICY_REQUIRES,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,"Scheduled four islands after first introduction; destination story is load-balanced. This is a curriculum spacing rule, not a universal optimal interval claim."
REC-A1-000733,SEQ-A1-000268,MWU_SOURCE_UNIT,12B1-MWU-0088,vivir en un piso,,,12B1-MWU-0088,LOCAL_REUSE,A1-M02-I03-S2,A1-M02-I03-S3,A1-M02-I03,A1-M02-I03,CORE_OR_STRUCTURAL_ROUTE,REEXPOSURE_OR_RETRIEVAL,AS_OBJECT_POLICY_REQUIRES,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,
REC-A1-000734,SEQ-A1-000268,MWU_SOURCE_UNIT,12B1-MWU-0088,vivir en un piso,,,12B1-MWU-0088,NEAR_TRANSFER,A1-M02-I03-S3,A1-M02-I04-S1,A1-M02-I03,A1-M02-I04,CORE_OR_STRUCTURAL_ROUTE,TRANSFER_IN_CHANGED_CONTEXT,AS_OBJECT_POLICY_REQUIRES,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,
REC-A1-000735,SEQ-A1-000268,MWU_SOURCE_UNIT,12B1-MWU-0088,vivir en un piso,,,12B1-MWU-0088,DISTANT_RETURN,A1-M02-I04-S1,A1-M03-I03-S3,A1-M02-I04,A1-M03-I03,CORE_OR_STRUCTURAL_ROUTE,DELAYED_RETRIEVAL_OR_TERMINAL_INTEGRATION,AS_OBJECT_POLICY_REQUIRES,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,"Scheduled four islands after first introduction; destination story is load-balanced. This is a curriculum spacing rule, not a universal optimal interval claim."
REC-A1-000736,SEQ-A1-000222,SENSE,SENSE-A1-000025,aire acondicionado,LEX-A1-000025,SENSE-A1-000025,,LOCAL_REUSE,A1-M02-I03-S2,A1-M02-I03-S4,A1-M02-I03,A1-M02-I03,CORE_OR_STRUCTURAL_ROUTE,REEXPOSURE_OR_RETRIEVAL,CONTEXTUAL_OR_FUNCTION_BOUND,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,
REC-A1-000737,SEQ-A1-000222,SENSE,SENSE-A1-000025,aire acondicionado,LEX-A1-000025,SENSE-A1-000025,,NEAR_TRANSFER,A1-M02-I03-S4,A1-M02-I04-S2,A1-M02-I03,A1-M02-I04,CORE_OR_STRUCTURAL_ROUTE,TRANSFER_IN_CHANGED_CONTEXT,CONTEXTUAL_OR_FUNCTION_BOUND,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,
REC-A1-000738,SEQ-A1-000222,SENSE,SENSE-A1-000025,aire acondicionado,LEX-A1-000025,SENSE-A1-000025,,DISTANT_RETURN,A1-M02-I04-S2,A1-M03-I03-S4,A1-M02-I04,A1-M03-I03,CORE_OR_STRUCTURAL_ROUTE,DELAYED_RETRIEVAL_OR_TERMINAL_INTEGRATION,CONTEXTUAL_OR_FUNCTION_BOUND,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,"Scheduled four islands after first introduction; destination story is load-balanced. This is a curriculum spacing rule, not a universal optimal interval claim."
REC-A1-000739,SEQ-A1-000225,SENSE,SENSE-A1-000091,calefacción,LEX-A1-000089,SENSE-A1-000091,,LOCAL_REUSE,A1-M02-I03-S2,A1-M02-I03-S3,A1-M02-I03,A1-M02-I03,CORE_OR_STRUCTURAL_ROUTE,REEXPOSURE_OR_RETRIEVAL,CONTEXTUAL_OR_FUNCTION_BOUND,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,
REC-A1-000740,SEQ-A1-000225,SENSE,SENSE-A1-000091,calefacción,LEX-A1-000089,SENSE-A1-000091,,NEAR_TRANSFER,A1-M02-I03-S3,A1-M02-I04-S3,A1-M02-I03,A1-M02-I04,CORE_OR_STRUCTURAL_ROUTE,TRANSFER_IN_CHANGED_CONTEXT,CONTEXTUAL_OR_FUNCTION_BOUND,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,
REC-A1-000741,SEQ-A1-000225,SENSE,SENSE-A1-000091,calefacción,LEX-A1-000089,SENSE-A1-000091,,DISTANT_RETURN,A1-M02-I04-S3,A1-M03-I03-S1,A1-M02-I04,A1-M03-I03,CORE_OR_STRUCTURAL_ROUTE,DELAYED_RETRIEVAL_OR_TERMINAL_INTEGRATION,CONTEXTUAL_OR_FUNCTION_BOUND,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,"Scheduled four islands after first introduction; destination story is load-balanced. This is a curriculum spacing rule, not a universal optimal interval claim."
REC-A1-000742,SEQ-A1-000228,SENSE,SENSE-A1-000097,cama,LEX-A1-000095,SENSE-A1-000097,,LOCAL_REUSE,A1-M02-I03-S2,A1-M02-I03-S4,A1-M02-I03,A1-M02-I03,CORE_OR_STRUCTURAL_ROUTE,REEXPOSURE_OR_RETRIEVAL,CONTEXTUAL_OR_FUNCTION_BOUND,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,
REC-A1-000743,SEQ-A1-000228,SENSE,SENSE-A1-000097,cama,LEX-A1-000095,SENSE-A1-000097,,NEAR_TRANSFER,A1-M02-I03-S4,A1-M02-I04-S1,A1-M02-I03,A1-M02-I04,CORE_OR_STRUCTURAL_ROUTE,TRANSFER_IN_CHANGED_CONTEXT,CONTEXTUAL_OR_FUNCTION_BOUND,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,
REC-A1-000744,SEQ-A1-000228,SENSE,SENSE-A1-000097,cama,LEX-A1-000095,SENSE-A1-000097,,DISTANT_RETURN,A1-M02-I04-S1,A1-M03-I03-S2,A1-M02-I04,A1-M03-I03,CORE_OR_STRUCTURAL_ROUTE,DELAYED_RETRIEVAL_OR_TERMINAL_INTEGRATION,CONTEXTUAL_OR_FUNCTION_BOUND,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,"Scheduled four islands after first introduction; destination story is load-balanced. This is a curriculum spacing rule, not a universal optimal interval claim."
REC-A1-000745,SEQ-A1-000231,SENSE,SENSE-A1-000142,cocina,LEX-A1-000140,SENSE-A1-000142,,LOCAL_REUSE,A1-M02-I03-S2,A1-M02-I03-S3,A1-M02-I03,A1-M02-I03,CORE_OR_STRUCTURAL_ROUTE,REEXPOSURE_OR_RETRIEVAL,CONTEXTUAL_OR_FUNCTION_BOUND,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,
REC-A1-000746,SEQ-A1-000231,SENSE,SENSE-A1-000142,cocina,LEX-A1-000140,SENSE-A1-000142,,NEAR_TRANSFER,A1-M02-I03-S3,A1-M02-I04-S2,A1-M02-I03,A1-M02-I04,CORE_OR_STRUCTURAL_ROUTE,TRANSFER_IN_CHANGED_CONTEXT,CONTEXTUAL_OR_FUNCTION_BOUND,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,
REC-A1-000747,SEQ-A1-000231,SENSE,SENSE-A1-000142,cocina,LEX-A1-000140,SENSE-A1-000142,,DISTANT_RETURN,A1-M02-I04-S2,A1-M03-I03-S3,A1-M02-I04,A1-M03-I03,CORE_OR_STRUCTURAL_ROUTE,DELAYED_RETRIEVAL_OR_TERMINAL_INTEGRATION,CONTEXTUAL_OR_FUNCTION_BOUND,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,"Scheduled four islands after first introduction; destination story is load-balanced. This is a curriculum spacing rule, not a universal optimal interval claim."
REC-A1-000748,SEQ-A1-000234,SENSE,SENSE-A1-000202,dormitorio,LEX-A1-000198,SENSE-A1-000202,,LOCAL_REUSE,A1-M02-I03-S2,A1-M02-I03-S4,A1-M02-I03,A1-M02-I03,CORE_OR_STRUCTURAL_ROUTE,REEXPOSURE_OR_RETRIEVAL,CONTEXTUAL_OR_FUNCTION_BOUND,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,
REC-A1-000749,SEQ-A1-000234,SENSE,SENSE-A1-000202,dormitorio,LEX-A1-000198,SENSE-A1-000202,,NEAR_TRANSFER,A1-M02-I03-S4,A1-M02-I04-S3,A1-M02-I03,A1-M02-I04,CORE_OR_STRUCTURAL_ROUTE,TRANSFER_IN_CHANGED_CONTEXT,CONTEXTUAL_OR_FUNCTION_BOUND,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,
REC-A1-000750,SEQ-A1-000234,SENSE,SENSE-A1-000202,dormitorio,LEX-A1-000198,SENSE-A1-000202,,DISTANT_RETURN,A1-M02-I04-S3,A1-M03-I03-S4,A1-M02-I04,A1-M03-I03,CORE_OR_STRUCTURAL_ROUTE,DELAYED_RETRIEVAL_OR_TERMINAL_INTEGRATION,CONTEXTUAL_OR_FUNCTION_BOUND,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,"Scheduled four islands after first introduction; destination story is load-balanced. This is a curriculum spacing rule, not a universal optimal interval claim."
REC-A1-000751,SEQ-A1-000237,SENSE,SENSE-A1-000237,estantería,LEX-A1-000233,SENSE-A1-000237,,LOCAL_REUSE,A1-M02-I03-S2,A1-M02-I03-S3,A1-M02-I03,A1-M02-I03,CORE_OR_STRUCTURAL_ROUTE,REEXPOSURE_OR_RETRIEVAL,CONTEXTUAL_OR_FUNCTION_BOUND,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,
REC-A1-000752,SEQ-A1-000237,SENSE,SENSE-A1-000237,estantería,LEX-A1-000233,SENSE-A1-000237,,NEAR_TRANSFER,A1-M02-I03-S3,A1-M02-I04-S1,A1-M02-I03,A1-M02-I04,CORE_OR_STRUCTURAL_ROUTE,TRANSFER_IN_CHANGED_CONTEXT,CONTEXTUAL_OR_FUNCTION_BOUND,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,
REC-A1-000753,SEQ-A1-000237,SENSE,SENSE-A1-000237,estantería,LEX-A1-000233,SENSE-A1-000237,,DISTANT_RETURN,A1-M02-I04-S1,A1-M03-I03-S1,A1-M02-I04,A1-M03-I03,CORE_OR_STRUCTURAL_ROUTE,DELAYED_RETRIEVAL_OR_TERMINAL_INTEGRATION,CONTEXTUAL_OR_FUNCTION_BOUND,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,"Scheduled four islands after first introduction; destination story is load-balanced. This is a curriculum spacing rule, not a universal optimal interval claim."
REC-A1-000754,SEQ-A1-000240,SENSE,SENSE-A1-000310,interior,LEX-A1-000304,SENSE-A1-000310,,LOCAL_REUSE,A1-M02-I03-S2,A1-M02-I03-S4,A1-M02-I03,A1-M02-I03,CORE_OR_STRUCTURAL_ROUTE,REEXPOSURE_OR_RETRIEVAL,CONTEXTUAL_OR_FUNCTION_BOUND,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,
REC-A1-000755,SEQ-A1-000240,SENSE,SENSE-A1-000310,interior,LEX-A1-000304,SENSE-A1-000310,,NEAR_TRANSFER,A1-M02-I03-S4,A1-M02-I04-S2,A1-M02-I03,A1-M02-I04,CORE_OR_STRUCTURAL_ROUTE,TRANSFER_IN_CHANGED_CONTEXT,CONTEXTUAL_OR_FUNCTION_BOUND,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,
REC-A1-000756,SEQ-A1-000240,SENSE,SENSE-A1-000310,interior,LEX-A1-000304,SENSE-A1-000310,,DISTANT_RETURN,A1-M02-I04-S2,A1-M03-I03-S2,A1-M02-I04,A1-M03-I03,CORE_OR_STRUCTURAL_ROUTE,DELAYED_RETRIEVAL_OR_TERMINAL_INTEGRATION,CONTEXTUAL_OR_FUNCTION_BOUND,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,"Scheduled four islands after first introduction; destination story is load-balanced. This is a curriculum spacing rule, not a universal optimal interval claim."
REC-A1-000757,SEQ-A1-000243,SENSE,SENSE-A1-000480,puerta,LEX-A1-000471,SENSE-A1-000480,,LOCAL_REUSE,A1-M02-I03-S2,A1-M02-I03-S3,A1-M02-I03,A1-M02-I03,CORE_OR_STRUCTURAL_ROUTE,REEXPOSURE_OR_RETRIEVAL,CONTEXTUAL_OR_FUNCTION_BOUND,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,
REC-A1-000758,SEQ-A1-000243,SENSE,SENSE-A1-000480,puerta,LEX-A1-000471,SENSE-A1-000480,,NEAR_TRANSFER,A1-M02-I03-S3,A1-M02-I04-S3,A1-M02-I03,A1-M02-I04,CORE_OR_STRUCTURAL_ROUTE,TRANSFER_IN_CHANGED_CONTEXT,CONTEXTUAL_OR_FUNCTION_BOUND,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,
REC-A1-000759,SEQ-A1-000243,SENSE,SENSE-A1-000480,puerta,LEX-A1-000471,SENSE-A1-000480,,DISTANT_RETURN,A1-M02-I04-S3,A1-M03-I03-S3,A1-M02-I04,A1-M03-I03,CORE_OR_STRUCTURAL_ROUTE,DELAYED_RETRIEVAL_OR_TERMINAL_INTEGRATION,CONTEXTUAL_OR_FUNCTION_BOUND,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,"Scheduled four islands after first introduction; destination story is load-balanced. This is a curriculum spacing rule, not a universal optimal interval claim."
REC-A1-000760,SEQ-A1-000246,SENSE,SENSE-A1-000509,salón,LEX-A1-000500,SENSE-A1-000509,,LOCAL_REUSE,A1-M02-I03-S2,A1-M02-I03-S4,A1-M02-I03,A1-M02-I03,CORE_OR_STRUCTURAL_ROUTE,REEXPOSURE_OR_RETRIEVAL,CONTEXTUAL_OR_FUNCTION_BOUND,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,
REC-A1-000761,SEQ-A1-000246,SENSE,SENSE-A1-000509,salón,LEX-A1-000500,SENSE-A1-000509,,NEAR_TRANSFER,A1-M02-I03-S4,A1-M02-I04-S1,A1-M02-I03,A1-M02-I04,CORE_OR_STRUCTURAL_ROUTE,TRANSFER_IN_CHANGED_CONTEXT,CONTEXTUAL_OR_FUNCTION_BOUND,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,
REC-A1-000762,SEQ-A1-000246,SENSE,SENSE-A1-000509,salón,LEX-A1-000500,SENSE-A1-000509,,DISTANT_RETURN,A1-M02-I04-S1,A1-M03-I03-S4,A1-M02-I04,A1-M03-I03,CORE_OR_STRUCTURAL_ROUTE,DELAYED_RETRIEVAL_OR_TERMINAL_INTEGRATION,CONTEXTUAL_OR_FUNCTION_BOUND,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,"Scheduled four islands after first introduction; destination story is load-balanced. This is a curriculum spacing rule, not a universal optimal interval claim."
REC-A1-000763,SEQ-A1-000249,SENSE,SENSE-A1-000534,sofá,LEX-A1-000525,SENSE-A1-000534,,LOCAL_REUSE,A1-M02-I03-S2,A1-M02-I03-S3,A1-M02-I03,A1-M02-I03,CORE_OR_STRUCTURAL_ROUTE,REEXPOSURE_OR_RETRIEVAL,CONTEXTUAL_OR_FUNCTION_BOUND,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,
REC-A1-000764,SEQ-A1-000249,SENSE,SENSE-A1-000534,sofá,LEX-A1-000525,SENSE-A1-000534,,NEAR_TRANSFER,A1-M02-I03-S3,A1-M02-I04-S2,A1-M02-I03,A1-M02-I04,CORE_OR_STRUCTURAL_ROUTE,TRANSFER_IN_CHANGED_CONTEXT,CONTEXTUAL_OR_FUNCTION_BOUND,,NONE,1.44,REQUIRED_SCHEDULE_EDGE_AUDITED,
