record_id,record_type,item,object_type,source_id,source_name,corpus_register,geographic_scope,frequency_dimension,measurement_status,raw_value,normalized_value,unit,license_or_terms_status,commercial_ingest_status,provenance_risk,level_effect,priority_use,notes,source_url,curriculum_version
FREQ-ATOM-0164,ITEM_SCAFFOLD,demasiado,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=7C_REGIONAL_ADDITION. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0165,ITEM_SCAFFOLD,deporte,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0166,ITEM_SCAFFOLD,desayunar,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0167,ITEM_SCAFFOLD,desayuno,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0168,ITEM_SCAFFOLD,despacio,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0169,ITEM_SCAFFOLD,después,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0170,ITEM_SCAFFOLD,diccionario,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0171,ITEM_SCAFFOLD,diente,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0172,ITEM_SCAFFOLD,difícil,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0173,ITEM_SCAFFOLD,dinero,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0174,ITEM_SCAFFOLD,dirección,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0175,ITEM_SCAFFOLD,director,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0176,ITEM_SCAFFOLD,discoteca,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0177,ITEM_SCAFFOLD,divorciado,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0178,ITEM_SCAFFOLD,doble,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0179,ITEM_SCAFFOLD,don,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0180,ITEM_SCAFFOLD,dormitorio,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0181,ITEM_SCAFFOLD,doña,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0182,ITEM_SCAFFOLD,ducha,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0183,ITEM_SCAFFOLD,ducharse,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0184,ITEM_SCAFFOLD,DVD,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0185,ITEM_SCAFFOLD,décima,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0186,ITEM_SCAFFOLD,décimo,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0187,ITEM_SCAFFOLD,día,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0188,ITEM_SCAFFOLD,dónde,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0189,ITEM_SCAFFOLD,edad,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0190,ITEM_SCAFFOLD,edificio,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0191,ITEM_SCAFFOLD,eh,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0192,ITEM_SCAFFOLD,ejercicio,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0193,ITEM_SCAFFOLD,el,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0194,ITEM_SCAFFOLD,electrónico,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0195,ITEM_SCAFFOLD,ella,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0196,ITEM_SCAFFOLD,ellas,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0197,ITEM_SCAFFOLD,ellos,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0198,ITEM_SCAFFOLD,empezar,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0199,ITEM_SCAFFOLD,empresa,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0200,ITEM_SCAFFOLD,en,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0201,ITEM_SCAFFOLD,encantado,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0202,ITEM_SCAFFOLD,enfermera,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=7B_SURFACE_CORRECTION. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0203,ITEM_SCAFFOLD,enfermero,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0204,ITEM_SCAFFOLD,enfermo,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0205,ITEM_SCAFFOLD,ensalada,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0206,ITEM_SCAFFOLD,entender,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0207,ITEM_SCAFFOLD,entonces,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0208,ITEM_SCAFFOLD,entrada,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0209,ITEM_SCAFFOLD,entrar,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0210,ITEM_SCAFFOLD,entre,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0211,ITEM_SCAFFOLD,esa,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0212,ITEM_SCAFFOLD,esas,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0213,ITEM_SCAFFOLD,escalera,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0214,ITEM_SCAFFOLD,escribir,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0215,ITEM_SCAFFOLD,escuchar,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0216,ITEM_SCAFFOLD,escuela,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0217,ITEM_SCAFFOLD,ese,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0218,ITEM_SCAFFOLD,eso,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0219,ITEM_SCAFFOLD,esos,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0220,ITEM_SCAFFOLD,español,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0221,ITEM_SCAFFOLD,esquiar,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0222,ITEM_SCAFFOLD,esta,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0223,ITEM_SCAFFOLD,estación,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=PHASE6_BASE. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
FREQ-ATOM-0224,ITEM_SCAFFOLD,estampilla,ATOMIC_SURFACE_FORM,,,,,MULTI_SOURCE_PENDING,PENDING_12B_EXTERNAL_INGEST,,,,,NOT_YET_CLEARED_PER_MEASUREMENT,,NONE,FUTURE_WITHIN_A1_ORDERING_ONLY,Origin=7C_REGIONAL_ADDITION. Exact surface scaffold reconstructed from audited 572 baseline + v1.10–v1.12 corrections - instrumento + 17 Phase-7C regional additions.,,1.30
