record_id,record_type,source_id,source_scope,source_ref,normalized_item,phonology_domain,receptive_required,productive_required,regional_scope,l1_english_relevance,a1_status,linked_phase8_item,orthography_crossref,baseline_lexicon_action,source_url,notes,curriculum_version
PHON9A-069,STAGE_A_PHONOLOGY_ITEM,PCIC-03,A1-A2_STAGE_A_UNSPLIT,5.1.1,Usar ataque vocálico suave,VOWELS,YES,YES,,,STAGE_A_A1_A2_UNSPLIT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-070,STAGE_A_PHONOLOGY_ITEM,PCIC-03,A1-A2_STAGE_A_UNSPLIT,5.1.2,Comparar cualidades de vocales españolas con sistemas conocidos,VOWELS,YES,YES,,,STAGE_A_A1_A2_UNSPLIT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-071,STAGE_A_PHONOLOGY_ITEM,PCIC-03,A1-A2_STAGE_A_UNSPLIT,5.1.3,Identificar y producir diptongos,VOWEL_SEQUENCES,YES,YES,,,STAGE_A_A1_A2_UNSPLIT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-072,STAGE_A_PHONOLOGY_ITEM,PCIC-03,A1-A2_STAGE_A_UNSPLIT,5.1.3,Distinguir diptongo e hiato,VOWEL_SEQUENCES,YES,YES,,,STAGE_A_A1_A2_UNSPLIT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-073,STAGE_A_PHONOLOGY_ITEM,PCIC-03,A1-A2_STAGE_A_UNSPLIT,5.1.4,Identificar triptongos e hiatos,VOWEL_SEQUENCES,YES,YES,,,STAGE_A_A1_A2_UNSPLIT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-074,STAGE_A_PHONOLOGY_ITEM,PCIC-03,A1-A2_STAGE_A_UNSPLIT,5.1.4,Mantener transición vocálica sin corte glotal obligatorio,VOWEL_SEQUENCES,YES,YES,,,STAGE_A_A1_A2_UNSPLIT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-075,STAGE_A_PHONOLOGY_ITEM,PCIC-03,A1-A2_STAGE_A_UNSPLIT,5.2.1,Identificar oposiciones oclusiva/fricativa y sorda/sonora,CONSONANTS,YES,YES,,,STAGE_A_A1_A2_UNSPLIT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-076,STAGE_A_PHONOLOGY_ITEM,PCIC-03,A1-A2_STAGE_A_UNSPLIT,5.2.1,Identificar y producir nasal palatal /ɲ/,CONSONANTS,YES,YES,,,STAGE_A_A1_A2_UNSPLIT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-077,STAGE_A_PHONOLOGY_ITEM,PCIC-03,A1-A2_STAGE_A_UNSPLIT,5.2.1,Identificar y producir africada palatal /tʃ/,CONSONANTS,YES,YES,,,STAGE_A_A1_A2_UNSPLIT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-078,STAGE_A_PHONOLOGY_ITEM,PCIC-03,A1-A2_STAGE_A_UNSPLIT,5.2.1,Reconocer relación y/ll y fenómeno de yeísmo,CONSONANTS,YES,YES,,,STAGE_A_A1_A2_UNSPLIT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-079,STAGE_A_PHONOLOGY_ITEM,PCIC-03,A1-A2_STAGE_A_UNSPLIT,5.2.1,Distinguir líquidas /l/ y /ɾ/,CONSONANTS,YES,YES,,,STAGE_A_A1_A2_UNSPLIT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-080,STAGE_A_PHONOLOGY_ITEM,PCIC-03,A1-A2_STAGE_A_UNSPLIT,5.2.1,Distinguir vibrante simple y múltiple,CONSONANTS,YES,YES,,,STAGE_A_A1_A2_UNSPLIT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-081,STAGE_A_PHONOLOGY_ITEM,PCIC-03,A1-A2_STAGE_A_UNSPLIT,5.2.1,Identificar pronunciación fricativa velar de g/j en contextos pertinentes,CONSONANTS,YES,YES,,,STAGE_A_A1_A2_UNSPLIT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-082,STAGE_A_PHONOLOGY_ITEM,PCIC-03,A1-A2_STAGE_A_UNSPLIT,5.2.1,Reconocer distinción /θ/–/s/ y seseo según variedad,CONSONANTS,YES,YES,,,STAGE_A_A1_A2_UNSPLIT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-083,STAGE_A_PHONOLOGY_ITEM,PCIC-03,A1-A2_STAGE_A_UNSPLIT,5.2.2,Relacionar sonidos consonánticos con grafías básicas,CONSONANTS,YES,YES,,,STAGE_A_A1_A2_UNSPLIT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-084,STAGE_A_PHONOLOGY_ITEM,PCIC-03,A1-A2_STAGE_A_UNSPLIT,5.3.1,Enlazar vocales contiguas dentro de palabra,CONNECTED_SPEECH,YES,YES,,,STAGE_A_A1_A2_UNSPLIT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-085,STAGE_A_PHONOLOGY_ITEM,PCIC-03,A1-A2_STAGE_A_UNSPLIT,5.3.1,Enlazar/reducir vocales contiguas entre palabras,CONNECTED_SPEECH,YES,YES,,,STAGE_A_A1_A2_UNSPLIT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-086,STAGE_A_PHONOLOGY_ITEM,PCIC-03,A1-A2_STAGE_A_UNSPLIT,5.3.2,Evitar pausas internas dentro de sirremas frecuentes,CONNECTED_SPEECH,YES,YES,,,STAGE_A_A1_A2_UNSPLIT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-087,STAGE_A_PHONOLOGY_ITEM,PCIC-03,A1-A2_STAGE_A_UNSPLIT,5.3.2,Enlazar artículo + sustantivo,CONNECTED_SPEECH,YES,YES,,,STAGE_A_A1_A2_UNSPLIT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-088,STAGE_A_PHONOLOGY_ITEM,PCIC-03,A1-A2_STAGE_A_UNSPLIT,5.3.2,Enlazar adjetivo + sustantivo / sustantivo + adjetivo,CONNECTED_SPEECH,YES,YES,,,STAGE_A_A1_A2_UNSPLIT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-089,STAGE_A_PHONOLOGY_ITEM,PCIC-03,A1-A2_STAGE_A_UNSPLIT,5.3.2,Enlazar sustantivo + complemento preposicional,CONNECTED_SPEECH,YES,YES,,,STAGE_A_A1_A2_UNSPLIT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-090,STAGE_A_PHONOLOGY_ITEM,PCIC-03,A1-A2_STAGE_A_UNSPLIT,5.3.2,Enlazar tiempo compuesto,CONNECTED_SPEECH,YES,YES,,,STAGE_A_A1_A2_UNSPLIT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-091,STAGE_A_PHONOLOGY_ITEM,PCIC-03,A1-A2_STAGE_A_UNSPLIT,5.3.2,Enlazar pronombre átono + elemento siguiente,CONNECTED_SPEECH,YES,YES,,,STAGE_A_A1_A2_UNSPLIT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-092,STAGE_A_PHONOLOGY_ITEM,PCIC-03,A1-A2_STAGE_A_UNSPLIT,5.3.2,Enlazar adverbio + palabra modificada,CONNECTED_SPEECH,YES,YES,,,STAGE_A_A1_A2_UNSPLIT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-093,STAGE_A_PHONOLOGY_ITEM,PCIC-03,A1-A2_STAGE_A_UNSPLIT,5.3.2,Enlazar preposición + término,CONNECTED_SPEECH,YES,YES,,,STAGE_A_A1_A2_UNSPLIT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-094,STAGE_A_PHONOLOGY_ITEM,PCIC-03,A1-A2_STAGE_A_UNSPLIT,5.3.2,Enlazar conjunción + segmento introducido,CONNECTED_SPEECH,YES,YES,,,STAGE_A_A1_A2_UNSPLIT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-095,STAGE_A_PHONOLOGY_ITEM,PCIC-03,A1-A2_STAGE_A_UNSPLIT,5.3.2,Enlazar perífrasis y locuciones verbales,CONNECTED_SPEECH,YES,YES,,,STAGE_A_A1_A2_UNSPLIT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-096,STAGE_A_REGIONAL_ASSERTION,PCIC-03,A1-A2_STAGE_A_UNSPLIT,1.1,Variación del acento articulatorio como señal geográfica/sociocultural,REGIONAL_PHONOLOGY,YES,YES,Mundo hispánico,,STAGE_A_REGIONAL_NOT_A1_SPLIT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-097,STAGE_A_REGIONAL_ASSERTION,PCIC-03,A1-A2_STAGE_A_UNSPLIT,2.2,Mayor variabilidad melódica documentada en Hispanoamérica frente al modelo castellano descrito,REGIONAL_INTONATION,YES,YES,Hispanoamérica / España castellana,,STAGE_A_REGIONAL_NOT_A1_SPLIT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-098,STAGE_A_REGIONAL_ASSERTION,PCIC-03,A1-A2_STAGE_A_UNSPLIT,3.2.1,Variación regional de acento léxico en pares como vídeo/video,REGIONAL_STRESS,YES,YES,España / Hispanoamérica,,STAGE_A_REGIONAL_NOT_A1_SPLIT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-099,STAGE_A_REGIONAL_ASSERTION,PCIC-03,A1-A2_STAGE_A_UNSPLIT,5.1.4,Tendencia antihiática fuerte en habla coloquial,REGIONAL_VOWEL_SEQUENCE,YES,YES,Hispanoamérica y España,,STAGE_A_REGIONAL_NOT_A1_SPLIT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-100,STAGE_A_REGIONAL_ASSERTION,PCIC-03,A1-A2_STAGE_A_UNSPLIT,5.1.4,Cierre vocálico antihiático también en nivel culto en determinadas zonas,REGIONAL_VOWEL_SEQUENCE,YES,YES,Especialmente México; otras zonas según variedad,,STAGE_A_REGIONAL_NOT_A1_SPLIT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-101,STAGE_A_REGIONAL_ASSERTION,PCIC-03,A1-A2_STAGE_A_UNSPLIT,5.2.1,Yeísmo generalizado en gran parte de Hispanoamérica,REGIONAL_CONSONANTS,YES,YES,Hispanoamérica amplia,,STAGE_A_REGIONAL_NOT_A1_SPLIT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-102,STAGE_A_REGIONAL_ASSERTION,PCIC-03,A1-A2_STAGE_A_UNSPLIT,5.2.1,Conservación regional de distinción y/ll,REGIONAL_CONSONANTS,YES,YES,"Zonas de Colombia, Ecuador, Perú, Bolivia, Paraguay, Chile, Uruguay y Argentina",,STAGE_A_REGIONAL_NOT_A1_SPLIT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-103,STAGE_A_REGIONAL_ASSERTION,PCIC-03,A1-A2_STAGE_A_UNSPLIT,5.2.1,Seseo como sistema regional,REGIONAL_CONSONANTS,YES,YES,Hispanoamérica y centro-sur de España,,STAGE_A_REGIONAL_NOT_A1_SPLIT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-104,STAGE_A_REGIONAL_ASSERTION,PCIC-03,A1-A2_STAGE_A_UNSPLIT,4.2.3,Realizaciones regionales de pausas llenas y marcadores de vacilación,REGIONAL_DISFLUENCY,YES,YES,Variedades del español,,STAGE_A_REGIONAL_NOT_A1_SPLIT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-105,L1_ENGLISH_CONTRAST,PCIC-03,A1-A2_STAGE_A_UNSPLIT,1.1,Tensión articulatoria del español mayor que la del inglés,BASE_ARTICULATION,YES,YES,,HIGH,STAGE_A_L1_ENGLISH_SUPPORT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-106,L1_ENGLISH_CONTRAST,PCIC-03,A1-A2_STAGE_A_UNSPLIT,2.1.3,Extensión de unidades melódicas aproximadamente comparable al inglés,INTONATION_SEGMENTATION,YES,YES,,HIGH,STAGE_A_L1_ENGLISH_SUPPORT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-107,L1_ENGLISH_CONTRAST,PCIC-03,A1-A2_STAGE_A_UNSPLIT,2.2.1,El inglés tiende a iniciar más alto incluso con sílabas átonas,DECLARATIVE_INTONATION,YES,YES,,HIGH,STAGE_A_L1_ENGLISH_SUPPORT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-108,L1_ENGLISH_CONTRAST,PCIC-03,A1-A2_STAGE_A_UNSPLIT,2.2.2,El inglés presenta mayor tendencia descendente en el cuerpo enunciativo,DECLARATIVE_INTONATION,YES,YES,,HIGH,STAGE_A_L1_ENGLISH_SUPPORT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-109,L1_ENGLISH_CONTRAST,PCIC-03,A1-A2_STAGE_A_UNSPLIT,4.1.1,El inglés se describe como más acentualmente acompasado,RHYTHM,YES,YES,,HIGH,STAGE_A_L1_ENGLISH_SUPPORT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-110,L1_ENGLISH_CONTRAST,PCIC-03,A1-A2_STAGE_A_UNSPLIT,5.1.1,Evitar reducción/imprecisión vocálica típica del inglés en vocales españolas,VOWELS,YES,YES,,HIGH,STAGE_A_L1_ENGLISH_SUPPORT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-111,L1_ENGLISH_CONTRAST,PCIC-03,A1-A2_STAGE_A_UNSPLIT,5.1.1,Evitar diptongar vocales simples españolas por transferencia del inglés,VOWELS,YES,YES,,HIGH,STAGE_A_L1_ENGLISH_SUPPORT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-112,L1_ENGLISH_CONTRAST,PCIC-03,A1-A2_STAGE_A_UNSPLIT,5.1.4,Evitar separación glotal fuerte entre vocales por transferencia del inglés,VOWEL_SEQUENCES,YES,YES,,HIGH,STAGE_A_L1_ENGLISH_SUPPORT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-113,L1_ENGLISH_CONTRAST,PCIC-03,A1-A2_STAGE_A_UNSPLIT,5.3.2,El español favorece mayor enlace fonético entre palabras que el inglés,CONNECTED_SPEECH,YES,YES,,HIGH,STAGE_A_L1_ENGLISH_SUPPORT,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,,1.23
PHON9A-114,A1_MINIMUM_DESCRIPTOR,CEFR-01,A1,Overall phonological control,Pronunciación de repertorio muy limitado de palabras/frases aprendidas comprensible con apoyo del interlocutor,CEFR_A1_OVERALL,YES,YES,,,A1_EXPLICIT_CEFR,,,NO_CHANGE,https://www.coe.int/en/web/common-european-framework-reference-languages/phonological-competence,Paráfrasis operativa del descriptor A1; no copia literal del descriptor oficial.,1.23
PHON9A-115,A1_MINIMUM_DESCRIPTOR,CEFR-01,A1,Sound articulation,Reproducción guiada de un número limitado de sonidos del español,CEFR_A1_SOUND_ARTICULATION,YES,YES,,,A1_EXPLICIT_CEFR,,,NO_CHANGE,https://www.coe.int/en/web/common-european-framework-reference-languages/phonological-competence,Paráfrasis operativa del descriptor A1; no copia literal del descriptor oficial.,1.23
PHON9A-116,A1_MINIMUM_DESCRIPTOR,CEFR-01,A1,Prosodic features,"Uso inteligible de acento, ritmo y entonación en repertorio simple y limitado, aunque con fuerte influencia de la L1",CEFR_A1_PROSODY,YES,YES,,,A1_EXPLICIT_CEFR,,,NO_CHANGE,https://www.coe.int/en/web/common-european-framework-reference-languages/phonological-competence,Paráfrasis operativa del descriptor A1; no copia literal del descriptor oficial.,1.23
PHON9A-117,A1_CROSSREF_CONFIRMED_FROM_8A,PCIC-06,A1,2.4,Codificar aseveración básica mediante contorno descendente,PROSODIC_PRAGMATICS,YES,YES,,,A1_EXPLICIT_PRAGMATICS_CROSSREF,PRAG8A-034,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/06_tacticas_pragmaticas_inventario_a1-a2.htm,Patrón A1 confirmado en Fase 8A: ↓ aseveración. No se vuelve a contar como un nuevo objeto pragmático.,1.23
PHON9A-118,A1_CROSSREF_CONFIRMED_FROM_8A,PCIC-06,A1,2.4,Solicitar información mediante contorno ascendente en pregunta total,PROSODIC_PRAGMATICS,YES,YES,,,A1_EXPLICIT_PRAGMATICS_CROSSREF,PRAG8A-035,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/06_tacticas_pragmaticas_inventario_a1-a2.htm,Patrón A1 confirmado en Fase 8A: ↑ interrogativa total. No se vuelve a contar como un nuevo objeto pragmático.,1.23
PHON9A-119,A1_CROSSREF_CONFIRMED_FROM_8A,PCIC-06,A1,2.4,Solicitar información mediante contorno descendente en pregunta parcial no marcada,PROSODIC_PRAGMATICS,YES,YES,,,A1_EXPLICIT_PRAGMATICS_CROSSREF,PRAG8A-036,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/06_tacticas_pragmaticas_inventario_a1-a2.htm,Patrón A1 confirmado en Fase 8A: ↓ interrogativa parcial. No se vuelve a contar como un nuevo objeto pragmático.,1.23
PHON9A-120,ORTHOGRAPHY_CROSSREF_PENDING,PCIC-03,A1-A2_STAGE_A_UNSPLIT,2.1.1,Relación entre unidades melódicas y puntuación,PHONO_ORTHOGRAPHY_INTERFACE,YES,YES,,,DEFER_TO_9B,,"PCIC-04 §§3.1, 3.2, 3.6",NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,No duplicar reglas de puntuación en 9A.,1.23
PHON9A-121,ORTHOGRAPHY_CROSSREF_PENDING,PCIC-03,A1-A2_STAGE_A_UNSPLIT,5.2.2,Relación entre sonidos y grafías,PHONO_ORTHOGRAPHY_INTERFACE,YES,YES,,,DEFER_TO_9B,,PCIC-04 §1.3 y §3,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_inventario_a1-a2.htm,La dimensión grafémica se auditará en 9B.,1.23
PHON9A-122,STRUCTURAL_NOTE,PCIC-GENERAL,A_STAGE_METHOD,General,Pronunciación y prosodia no se distribuye en A1/A2 sino en etapa A,METHODOLOGY,NO,NO,,,CRITICAL_LEVELING_RULE,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/introduccion.htm,"Evita falsos A1: una entrada de PCIC-03 pertenece a la etapa A, no automáticamente a A1.",1.23
PHON9A-123,STRUCTURAL_NOTE,PCIC-03,INTRODUCTION,Intro §Organización,Priorizar suprasegmentales y base articulatoria antes que perfeccionismo segmental,METHODOLOGY,NO,NO,,,PCIC_DIDACTIC_PRIORITY,,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/03_pronunciacion_introduccion.htm,,1.23
PHON9A-124,STRUCTURAL_NOTE,CEFR-01,A1,Phonological competence,"Inteligibilidad, no imitación nativa, como criterio de suficiencia A1",METHODOLOGY,NO,NO,,,A1_ASSESSMENT_PRINCIPLE,,,NO_CHANGE,https://www.coe.int/en/web/common-european-framework-reference-languages/phonological-competence,,1.23
PHON9A-125,STRUCTURAL_NOTE,SpanishStories,PHASE9A,Baseline,La capa fonológica no aumenta formas ni MWU,COUNTING_POLICY,NO,NO,,,NO_LEXICON_COUNT_CHANGE,,,NO_CHANGE,,,1.23
