assertion_envelope_id,target_type,target_id,target_item,lexeme_id,sense_id,source_record_id,asserted_curriculum_status,asserted_level,source_ids,source_urls,assertion_basis,source_resolution,source_level_relation,provenance_debt,scope_key,a2_boundary_scope_key,expected_receptive,expected_productive,formulaic_expectation,mode_class,mode_authority,mode_rationale,regional_scope,curriculum_version,publication_status,notes,source_assertion_id,record_type,evidence_role,source_id_single,source_url_single,historical_phase,historical_source_surface,derived_from_lexeme_id,derived_from_sense_id,derived_from_anchor,source_precision,final_publication_status
SA-STAGING-A1-000330,SENSE,SENSE-A1-000114,carro,LEX-A1-000112,SENSE-A1-000114,,A1_REGIONAL_RECEPTIVE,A1_REGIONAL_RECEPTIVE,PCIC-09;SCI-22;LING-05,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm;https://cvc.cervantes.es/ensenanza/biblioteca_ele/asele/pdf/32/032_0031.pdf;https://www.asale.org/damer/carro,SPANISHSTORIES_DERIVED_REGIONAL_EQUIVALENCE_WITH_EXACT_A1_ANCHOR,GRANULAR_SOURCE_RESOLVED_DERIVED_CONVERGENCE,A1_ANCHOR=SENSE-A1-000141; REGIONAL_EQUIVALENCE_SUPPORTED_INDEPENDENTLY,NONE,REGIONAL_A1_CORE,,REQUIRED,TARGET_PROFILE_ONLY,NO_DEFAULT,REGIONAL_RECEPTIVE,PHASE7C_EXPLICIT,Regional A1 assertion is receptive by default; production is restricted by the Phase 7C profile rule.,AS_SOURCE_ASSERTED,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,Regional Sense derives A1 membership from normalized anchor `coche` (LEX-A1-000139 / SENSE-A1-000141); SCI-22 and LING-05 support regional equivalence. The regional string is not falsely represented as a direct PCIC lexical-level assertion.,,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000331,SENSE,SENSE-A1-000115,carta,LEX-A1-000113,SENSE-A1-000115,,A1_CORE_NORMATIVE,A1,PCIC-09,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,DIRECT_PCIC_PHASE6_ITEM_PROVENANCE,GRANULAR_SOURCE_RESOLVED_PHASE6_ITEM_LEVEL,DIRECT_A1,NONE,A1_CURRICULUM_CORE,,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,CORE_RECEPTIVE_WITH_CONTEXTUAL_PRODUCTIVE_REQUIREMENT,SPANISHSTORIES_CONSERVATIVE_MODE_POLICY,"A1 membership requires comprehension; productive obligation is activated only by an explicit function, task, module or later sequencing decision.",,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,Recovered from Phase 6 audit provenance for source surface `carta`; historical phase(s): 6A. Exact HTML fragment identifiers are not required for the normalized SourceAssertion contract.,,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000332,SENSE,SENSE-A1-000116,cartera,LEX-A1-000114,SENSE-A1-000116,,A1_CORE_NORMATIVE,A1,PCIC-09,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,DIRECT_PCIC_PHASE6_ITEM_PROVENANCE,GRANULAR_SOURCE_RESOLVED_PHASE6_ITEM_LEVEL,DIRECT_A1,NONE,A1_CURRICULUM_CORE,,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,CORE_RECEPTIVE_WITH_CONTEXTUAL_PRODUCTIVE_REQUIREMENT,SPANISHSTORIES_CONSERVATIVE_MODE_POLICY,"A1 membership requires comprehension; productive obligation is activated only by an explicit function, task, module or later sequencing decision.",,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,Recovered from Phase 6 audit provenance for source surface `cartera`; historical phase(s): 6A. Exact HTML fragment identifiers are not required for the normalized SourceAssertion contract.,,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000333,SENSE,SENSE-A1-000117,casa,LEX-A1-000115,SENSE-A1-000117,,A1_CORE_NORMATIVE,A1,PCIC-09,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,DIRECT_PCIC_PHASE6_ITEM_PROVENANCE,GRANULAR_SOURCE_RESOLVED_PHASE6_ITEM_LEVEL,DIRECT_A1,NONE,A1_CURRICULUM_CORE,,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,CORE_RECEPTIVE_WITH_CONTEXTUAL_PRODUCTIVE_REQUIREMENT,SPANISHSTORIES_CONSERVATIVE_MODE_POLICY,"A1 membership requires comprehension; productive obligation is activated only by an explicit function, task, module or later sequencing decision.",,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,Recovered from Phase 6 audit provenance for source surface `casa`; historical phase(s): 6A. Exact HTML fragment identifiers are not required for the normalized SourceAssertion contract.,,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000334,SENSE,SENSE-A1-000118,casado,LEX-A1-000116,SENSE-A1-000118,,A1_CORE_NORMATIVE,A1,PCIC-09,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,DIRECT_PCIC_PHASE6_ITEM_PROVENANCE,GRANULAR_SOURCE_RESOLVED_PHASE6_ITEM_LEVEL,DIRECT_A1,NONE,A1_CURRICULUM_CORE,,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,CORE_RECEPTIVE_WITH_CONTEXTUAL_PRODUCTIVE_REQUIREMENT,SPANISHSTORIES_CONSERVATIVE_MODE_POLICY,"A1 membership requires comprehension; productive obligation is activated only by an explicit function, task, module or later sequencing decision.",,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,Recovered from Phase 6 audit provenance for source surface `casado`; historical phase(s): 6A. Exact HTML fragment identifiers are not required for the normalized SourceAssertion contract.,,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000335,SENSE,SENSE-A1-000119,catedral,LEX-A1-000117,SENSE-A1-000119,,A1_CORE_NORMATIVE,A1,PCIC-09,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,DIRECT_PCIC_PHASE6_ITEM_PROVENANCE,GRANULAR_SOURCE_RESOLVED_PHASE6_ITEM_LEVEL,DIRECT_A1,NONE,A1_CURRICULUM_CORE,,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,CORE_RECEPTIVE_WITH_CONTEXTUAL_PRODUCTIVE_REQUIREMENT,SPANISHSTORIES_CONSERVATIVE_MODE_POLICY,"A1 membership requires comprehension; productive obligation is activated only by an explicit function, task, module or later sequencing decision.",,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,Recovered from Phase 6 audit provenance for source surface `catedral`; historical phase(s): 6A. Exact HTML fragment identifiers are not required for the normalized SourceAssertion contract.,,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000336,SENSE,SENSE-A1-000120,celular,LEX-A1-000118,SENSE-A1-000120,,A1_REGIONAL_RECEPTIVE,A1_REGIONAL_RECEPTIVE,PCIC-09;SCI-22;LING-05,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm;https://cvc.cervantes.es/ensenanza/biblioteca_ele/asele/pdf/32/032_0031.pdf;https://www.asale.org/damer/celular,SPANISHSTORIES_DERIVED_REGIONAL_EQUIVALENCE_WITH_EXACT_A1_ANCHOR,GRANULAR_SOURCE_RESOLVED_DERIVED_CONVERGENCE,A1_ANCHOR=SENSE-A1-000382; REGIONAL_EQUIVALENCE_SUPPORTED_INDEPENDENTLY,NONE,REGIONAL_A1_CORE,,REQUIRED,TARGET_PROFILE_ONLY,NO_DEFAULT,REGIONAL_RECEPTIVE,PHASE7C_EXPLICIT,Regional A1 assertion is receptive by default; production is restricted by the Phase 7C profile rule.,AS_SOURCE_ASSERTED,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,Regional Sense derives A1 membership from normalized anchor `móvil` (LEX-A1-000376 / SENSE-A1-000382); SCI-22 and LING-05 support regional equivalence. The regional string is not falsely represented as a direct PCIC lexical-level assertion.,,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000337,SENSE,SENSE-A1-000121,cena,LEX-A1-000119,SENSE-A1-000121,,A1_CORE_NORMATIVE,A1,PCIC-09,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,DIRECT_PCIC_PHASE6_ITEM_PROVENANCE,GRANULAR_SOURCE_RESOLVED_PHASE6_ITEM_LEVEL,DIRECT_A1,NONE,A1_CURRICULUM_CORE,,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,CORE_RECEPTIVE_WITH_CONTEXTUAL_PRODUCTIVE_REQUIREMENT,SPANISHSTORIES_CONSERVATIVE_MODE_POLICY,"A1 membership requires comprehension; productive obligation is activated only by an explicit function, task, module or later sequencing decision.",,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,Recovered from Phase 6 audit provenance for source surface `cena`; historical phase(s): 6A. Exact HTML fragment identifiers are not required for the normalized SourceAssertion contract.,,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000338,SENSE,SENSE-A1-000122,cenar,LEX-A1-000120,SENSE-A1-000122,,A1_CORE_NORMATIVE,A1,PCIC-09,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,DIRECT_PCIC_PHASE6_ITEM_PROVENANCE,GRANULAR_SOURCE_RESOLVED_PHASE6_ITEM_LEVEL,DIRECT_A1,NONE,A1_CURRICULUM_CORE,,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,CORE_RECEPTIVE_WITH_CONTEXTUAL_PRODUCTIVE_REQUIREMENT,SPANISHSTORIES_CONSERVATIVE_MODE_POLICY,"A1 membership requires comprehension; productive obligation is activated only by an explicit function, task, module or later sequencing decision.",,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,Recovered from Phase 6 audit provenance for source surface `cenar`; historical phase(s): 6A. Exact HTML fragment identifiers are not required for the normalized SourceAssertion contract.,,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000339,SENSE,SENSE-A1-000123,centavo,LEX-A1-000121,SENSE-A1-000123,,A1_REGIONAL_RECEPTIVE,A1_REGIONAL_RECEPTIVE,PCIC-09;SCI-22;LING-05,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm;https://cvc.cervantes.es/ensenanza/biblioteca_ele/asele/pdf/32/032_0031.pdf;https://www.asale.org/damer/centavo,SPANISHSTORIES_DERIVED_REGIONAL_EQUIVALENCE_WITH_EXACT_A1_ANCHOR,GRANULAR_SOURCE_RESOLVED_DERIVED_CONVERGENCE,A1_ANCHOR=SENSE-A1-000124; REGIONAL_EQUIVALENCE_SUPPORTED_INDEPENDENTLY,NONE,REGIONAL_A1_CORE,,REQUIRED,TARGET_PROFILE_ONLY,NO_DEFAULT,REGIONAL_RECEPTIVE,PHASE7C_EXPLICIT,Regional A1 assertion is receptive by default; production is restricted by the Phase 7C profile rule.,AS_SOURCE_ASSERTED,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,Regional Sense derives A1 membership from normalized anchor `céntimo` (LEX-A1-000122 / SENSE-A1-000124); SCI-22 and LING-05 support regional equivalence. The regional string is not falsely represented as a direct PCIC lexical-level assertion.,,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000340,SENSE,SENSE-A1-000124,céntimo,LEX-A1-000122,SENSE-A1-000124,,A1_CORE_NORMATIVE,A1,PCIC-09,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,DIRECT_PCIC_PHASE6_ITEM_PROVENANCE,GRANULAR_SOURCE_RESOLVED_PHASE6_ITEM_LEVEL,DIRECT_A1,NONE,A1_CURRICULUM_CORE,,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,CORE_RECEPTIVE_WITH_CONTEXTUAL_PRODUCTIVE_REQUIREMENT,SPANISHSTORIES_CONSERVATIVE_MODE_POLICY,"A1 membership requires comprehension; productive obligation is activated only by an explicit function, task, module or later sequencing decision.",,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,Recovered from Phase 6 audit provenance for source surface `céntimo`; historical phase(s): 6A. Exact HTML fragment identifiers are not required for the normalized SourceAssertion contract.,,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000341,SENSE,SENSE-A1-000125,central,LEX-A1-000123,SENSE-A1-000125,,A1_CORE_NORMATIVE,A1,PCIC-09,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,DIRECT_PCIC_PHASE6_ITEM_PROVENANCE,GRANULAR_SOURCE_RESOLVED_PHASE6_ITEM_LEVEL,DIRECT_A1,NONE,A1_CURRICULUM_CORE,,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,CORE_RECEPTIVE_WITH_CONTEXTUAL_PRODUCTIVE_REQUIREMENT,SPANISHSTORIES_CONSERVATIVE_MODE_POLICY,"A1 membership requires comprehension; productive obligation is activated only by an explicit function, task, module or later sequencing decision.",,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,Recovered from Phase 6 audit provenance for source surface `central`; historical phase(s): 6A. Exact HTML fragment identifiers are not required for the normalized SourceAssertion contract.,,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000342,SENSE,SENSE-A1-000126,céntrico,LEX-A1-000124,SENSE-A1-000126,,A1_CORE_NORMATIVE,A1,PCIC-09,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,DIRECT_PCIC_PHASE6_ITEM_PROVENANCE,GRANULAR_SOURCE_RESOLVED_PHASE6_ITEM_LEVEL,DIRECT_A1,NONE,A1_CURRICULUM_CORE,,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,CORE_RECEPTIVE_WITH_CONTEXTUAL_PRODUCTIVE_REQUIREMENT,SPANISHSTORIES_CONSERVATIVE_MODE_POLICY,"A1 membership requires comprehension; productive obligation is activated only by an explicit function, task, module or later sequencing decision.",,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,Recovered from Phase 6 audit provenance for source surface `céntrico`; historical phase(s): 6A. Exact HTML fragment identifiers are not required for the normalized SourceAssertion contract.,,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000343,SENSE,SENSE-A1-000127,centro,LEX-A1-000125,SENSE-A1-000127,,A1_CORE_NORMATIVE,A1,PCIC-09;PCIC-08,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm;https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/08_nociones_generales_inventario_a1-a2.htm,DIRECT_PCIC_PHASE6_ITEM_PROVENANCE,GRANULAR_SOURCE_RESOLVED_PHASE6_ITEM_LEVEL,DIRECT_A1,NONE,A1_CURRICULUM_CORE,,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,CORE_RECEPTIVE_WITH_CONTEXTUAL_PRODUCTIVE_REQUIREMENT,SPANISHSTORIES_CONSERVATIVE_MODE_POLICY,"A1 membership requires comprehension; productive obligation is activated only by an explicit function, task, module or later sequencing decision.",,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,"Recovered from Phase 6 audit provenance for source surface `centro`; historical phase(s): 6A,6B. Exact HTML fragment identifiers are not required for the normalized SourceAssertion contract.",,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000344,SENSE,SENSE-A1-000128,centro comercial,LEX-A1-000126,SENSE-A1-000128,,A1_CORE_NORMATIVE,A1,PCIC-09,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,DIRECT_PCIC_PHASE6_MWU_LAYER,GRANULAR_SOURCE_RESOLVED,DIRECT_A1,NONE,A1_CURRICULUM_CORE,,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,CORE_RECEPTIVE_WITH_CONTEXTUAL_PRODUCTIVE_REQUIREMENT,SPANISHSTORIES_CONSERVATIVE_MODE_POLICY,"A1 membership requires comprehension; productive obligation is activated only by an explicit function, task, module or later sequencing decision.",,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,One envelope per normalized Sense. It may split into multiple final SourceAssertion rows when granular provenance is migrated.,,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000345,SENSE,SENSE-A1-000129,cerca,LEX-A1-000127,SENSE-A1-000129,,A1_CORE_NORMATIVE,A1,PCIC-08,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/08_nociones_generales_inventario_a1-a2.htm,DIRECT_PCIC_PHASE6_ITEM_PROVENANCE,GRANULAR_SOURCE_RESOLVED_PHASE6_ITEM_LEVEL,DIRECT_A1,NONE,A1_CURRICULUM_CORE,,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,CORE_RECEPTIVE_WITH_CONTEXTUAL_PRODUCTIVE_REQUIREMENT,SPANISHSTORIES_CONSERVATIVE_MODE_POLICY,"A1 membership requires comprehension; productive obligation is activated only by an explicit function, task, module or later sequencing decision.",,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,Recovered from Phase 6 audit provenance for source surface `cerca`; historical phase(s): 6B. Exact HTML fragment identifiers are not required for the normalized SourceAssertion contract.,,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000346,SENSE,SENSE-A1-000130,cerrado,LEX-A1-000128,SENSE-A1-000130,,A1_CORE_NORMATIVE,A1,PCIC-08,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/08_nociones_generales_inventario_a1-a2.htm,DIRECT_PCIC_PHASE6_ITEM_PROVENANCE,GRANULAR_SOURCE_RESOLVED_PHASE6_ITEM_LEVEL,DIRECT_A1,NONE,A1_CURRICULUM_CORE,,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,CORE_RECEPTIVE_WITH_CONTEXTUAL_PRODUCTIVE_REQUIREMENT,SPANISHSTORIES_CONSERVATIVE_MODE_POLICY,"A1 membership requires comprehension; productive obligation is activated only by an explicit function, task, module or later sequencing decision.",,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,Recovered from Phase 6 audit provenance for source surface `cerrado`; historical phase(s): 6B. Exact HTML fragment identifiers are not required for the normalized SourceAssertion contract.,,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000347,SENSE,SENSE-A1-000131,cerrar,LEX-A1-000129,SENSE-A1-000131,,A1_CORE_NORMATIVE,A1,PCIC-08,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/08_nociones_generales_inventario_a1-a2.htm,DIRECT_PCIC_PHASE6_ITEM_PROVENANCE,GRANULAR_SOURCE_RESOLVED_PHASE6_ITEM_LEVEL,DIRECT_A1,NONE,A1_CURRICULUM_CORE,,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,CORE_RECEPTIVE_WITH_CONTEXTUAL_PRODUCTIVE_REQUIREMENT,SPANISHSTORIES_CONSERVATIVE_MODE_POLICY,"A1 membership requires comprehension; productive obligation is activated only by an explicit function, task, module or later sequencing decision.",,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,Recovered from Phase 6 audit provenance for source surface `cerrar`; historical phase(s): 6B. Exact HTML fragment identifiers are not required for the normalized SourceAssertion contract.,,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000348,SENSE,SENSE-A1-000132,cerveza,LEX-A1-000130,SENSE-A1-000132,,A1_CORE_NORMATIVE,A1,PCIC-09,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,DIRECT_PCIC_PHASE6_ITEM_PROVENANCE,GRANULAR_SOURCE_RESOLVED_PHASE6_ITEM_LEVEL,DIRECT_A1,NONE,A1_CURRICULUM_CORE,,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,CORE_RECEPTIVE_WITH_CONTEXTUAL_PRODUCTIVE_REQUIREMENT,SPANISHSTORIES_CONSERVATIVE_MODE_POLICY,"A1 membership requires comprehension; productive obligation is activated only by an explicit function, task, module or later sequencing decision.",,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,Recovered from Phase 6 audit provenance for source surface `cerveza`; historical phase(s): 6A. Exact HTML fragment identifiers are not required for the normalized SourceAssertion contract.,,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000349,SENSE,SENSE-A1-000133,chao,LEX-A1-000131,SENSE-A1-000133,,A1_CORE_NORMATIVE,A1,PCIC-05,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/05_funciones_inventario_a1-a2.htm,DIRECT_PCIC_PHASE6_ITEM_PROVENANCE,GRANULAR_SOURCE_RESOLVED_PHASE6_ITEM_LEVEL,DIRECT_A1,NONE,A1_CURRICULUM_CORE,,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,CORE_RECEPTIVE_WITH_CONTEXTUAL_PRODUCTIVE_REQUIREMENT,SPANISHSTORIES_CONSERVATIVE_MODE_POLICY,"A1 membership requires comprehension; productive obligation is activated only by an explicit function, task, module or later sequencing decision.",,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,Recovered from Phase 6 audit provenance for source surface `chao`; historical phase(s): 6C. Exact HTML fragment identifiers are not required for the normalized SourceAssertion contract.,,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000350,SENSE,SENSE-A1-000134,chico,LEX-A1-000132,SENSE-A1-000134,,A1_CORE_NORMATIVE,A1,PCIC-09;PCIC-08,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm;https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/08_nociones_generales_inventario_a1-a2.htm,DIRECT_PCIC_PHASE6_ITEM_PROVENANCE,GRANULAR_SOURCE_RESOLVED_PHASE6_ITEM_LEVEL,DIRECT_A1,NONE,A1_CURRICULUM_CORE,,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,CORE_RECEPTIVE_WITH_CONTEXTUAL_PRODUCTIVE_REQUIREMENT,SPANISHSTORIES_CONSERVATIVE_MODE_POLICY,"A1 membership requires comprehension; productive obligation is activated only by an explicit function, task, module or later sequencing decision.",,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,"Recovered from Phase 6 audit provenance for source surface `chico`; historical phase(s): 6A,6B. Exact HTML fragment identifiers are not required for the normalized SourceAssertion contract.",,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000351,SENSE,SENSE-A1-000135,chofer,LEX-A1-000133,SENSE-A1-000135,,A1_REGIONAL_RECEPTIVE,A1_REGIONAL_RECEPTIVE,PCIC-09;SCI-22;LING-05,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm;https://cvc.cervantes.es/ensenanza/biblioteca_ele/asele/pdf/32/032_0031.pdf;https://www.asale.org/damer/chofer,SPANISHSTORIES_DERIVED_REGIONAL_EQUIVALENCE_WITH_EXACT_A1_ANCHOR,GRANULAR_SOURCE_RESOLVED_DERIVED_CONVERGENCE,A1_ANCHOR=SENSE-A1-000160; REGIONAL_EQUIVALENCE_SUPPORTED_INDEPENDENTLY,NONE,REGIONAL_A1_CORE,,REQUIRED,TARGET_PROFILE_ONLY,NO_DEFAULT,REGIONAL_RECEPTIVE,PHASE7C_EXPLICIT,Regional A1 assertion is receptive by default; production is restricted by the Phase 7C profile rule.,AS_SOURCE_ASSERTED,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,Regional Sense derives A1 membership from normalized anchor `conductor` (LEX-A1-000158 / SENSE-A1-000160); SCI-22 and LING-05 support regional equivalence. The regional string is not falsely represented as a direct PCIC lexical-level assertion.,,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
