edge_id,target_type,target_id,introduction_story,return_stage,return_story,relation_scope,evidence_demand,expected_receptive,expected_productive,mastery_claim,notes
REC-A1-000001,SENSE,SENSE-A1-000015,A1-M01-I05-S1,FIRST_RETURN,A1-M01-I05-S2,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000296,GRAMMAR_UNIT,GRAM-A1-149,A1-M01-I05-S2,SECOND_RETURN,A1-M01-I05-S4,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,FUNCTION_OR_TASK_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000297,GRAMMAR_UNIT,GRAM-A1-149,A1-M01-I05-S2,THIRD_RETURN,A1-M02-I05-S2,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,FUNCTION_OR_TASK_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000298,MWU_SOURCE_UNIT,12B1-MWU-0002,A1-M01-I05-S3,FIRST_RETURN,A1-M01-I05-S4,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000299,MWU_SOURCE_UNIT,12B1-MWU-0002,A1-M01-I05-S3,SECOND_RETURN,A1-M02-I05-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000300,MWU_SOURCE_UNIT,12B1-MWU-0002,A1-M01-I05-S3,THIRD_RETURN,A1-M03-I05-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000301,MWU_SOURCE_UNIT,12B1-MWU-0004,A1-M01-I05-S2,FIRST_RETURN,A1-M01-I05-S3,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000302,MWU_SOURCE_UNIT,12B1-MWU-0004,A1-M01-I05-S2,SECOND_RETURN,A1-M01-I05-S4,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000303,MWU_SOURCE_UNIT,12B1-MWU-0004,A1-M01-I05-S2,THIRD_RETURN,A1-M02-I05-S2,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000304,MWU_SOURCE_UNIT,12B1-MWU-0008,A1-M01-I05-S3,FIRST_RETURN,A1-M01-I05-S4,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000305,MWU_SOURCE_UNIT,12B1-MWU-0008,A1-M01-I05-S3,SECOND_RETURN,A1-M02-I05-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000306,MWU_SOURCE_UNIT,12B1-MWU-0008,A1-M01-I05-S3,THIRD_RETURN,A1-M03-I05-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000307,MWU_SOURCE_UNIT,12B1-MWU-0070,A1-M01-I05-S3,FIRST_RETURN,A1-M01-I05-S4,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000308,MWU_SOURCE_UNIT,12B1-MWU-0070,A1-M01-I05-S3,SECOND_RETURN,A1-M02-I05-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000309,MWU_SOURCE_UNIT,12B1-MWU-0070,A1-M01-I05-S3,THIRD_RETURN,A1-M03-I05-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000310,MWU_SOURCE_UNIT,12B1-MWU-0071,A1-M01-I05-S2,FIRST_RETURN,A1-M01-I05-S3,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000311,MWU_SOURCE_UNIT,12B1-MWU-0071,A1-M01-I05-S2,SECOND_RETURN,A1-M01-I05-S4,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000312,MWU_SOURCE_UNIT,12B1-MWU-0071,A1-M01-I05-S2,THIRD_RETURN,A1-M02-I05-S2,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000313,SENSE,SENSE-A1-000154,A1-M01-I05-S4,FIRST_RETURN,A1-M02-I05-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000314,SENSE,SENSE-A1-000154,A1-M01-I05-S4,SECOND_RETURN,A1-M02-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000315,SENSE,SENSE-A1-000154,A1-M01-I05-S4,THIRD_RETURN,A1-M02-I06-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000316,SENSE,SENSE-A1-000187,A1-M01-I05-S4,FIRST_RETURN,A1-M02-I05-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000317,SENSE,SENSE-A1-000187,A1-M01-I05-S4,SECOND_RETURN,A1-M02-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000318,SENSE,SENSE-A1-000187,A1-M01-I05-S4,THIRD_RETURN,A1-M02-I06-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000319,SENSE,SENSE-A1-000221,A1-M01-I05-S4,FIRST_RETURN,A1-M02-I05-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000320,SENSE,SENSE-A1-000221,A1-M01-I05-S4,SECOND_RETURN,A1-M02-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000321,SENSE,SENSE-A1-000221,A1-M01-I05-S4,THIRD_RETURN,A1-M02-I06-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000322,SENSE,SENSE-A1-000285,A1-M01-I05-S4,FIRST_RETURN,A1-M02-I05-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000323,SENSE,SENSE-A1-000285,A1-M01-I05-S4,SECOND_RETURN,A1-M02-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000324,SENSE,SENSE-A1-000285,A1-M01-I05-S4,THIRD_RETURN,A1-M02-I06-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000325,SENSE,SENSE-A1-000401,A1-M01-I05-S4,FIRST_RETURN,A1-M02-I05-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000326,SENSE,SENSE-A1-000401,A1-M01-I05-S4,SECOND_RETURN,A1-M02-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000327,SENSE,SENSE-A1-000401,A1-M01-I05-S4,THIRD_RETURN,A1-M02-I06-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000328,SENSE,SENSE-A1-000418,A1-M01-I05-S4,FIRST_RETURN,A1-M02-I05-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,TARGET_PROFILE_ONLY,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000329,SENSE,SENSE-A1-000418,A1-M01-I05-S4,SECOND_RETURN,A1-M02-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,TARGET_PROFILE_ONLY,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000330,SENSE,SENSE-A1-000418,A1-M01-I05-S4,THIRD_RETURN,A1-M02-I06-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,TARGET_PROFILE_ONLY,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000331,SENSE,SENSE-A1-000468,A1-M01-I05-S4,FIRST_RETURN,A1-M02-I05-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000332,SENSE,SENSE-A1-000468,A1-M01-I05-S4,SECOND_RETURN,A1-M02-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000333,SENSE,SENSE-A1-000468,A1-M01-I05-S4,THIRD_RETURN,A1-M02-I06-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000334,SENSE,SENSE-A1-000497,A1-M01-I05-S4,FIRST_RETURN,A1-M02-I05-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000335,SENSE,SENSE-A1-000497,A1-M01-I05-S4,SECOND_RETURN,A1-M02-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000336,SENSE,SENSE-A1-000497,A1-M01-I05-S4,THIRD_RETURN,A1-M02-I06-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000337,SENSE,SENSE-A1-000523,A1-M01-I05-S4,FIRST_RETURN,A1-M02-I05-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000338,SENSE,SENSE-A1-000523,A1-M01-I05-S4,SECOND_RETURN,A1-M02-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000339,SENSE,SENSE-A1-000523,A1-M01-I05-S4,THIRD_RETURN,A1-M02-I06-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000340,SENSE,SENSE-A1-000525,A1-M01-I05-S4,FIRST_RETURN,A1-M02-I05-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000341,SENSE,SENSE-A1-000525,A1-M01-I05-S4,SECOND_RETURN,A1-M02-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000342,SENSE,SENSE-A1-000525,A1-M01-I05-S4,THIRD_RETURN,A1-M02-I06-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000343,GRAMMAR_UNIT,GRAM-A1-142,A1-M01-I05-S4,FIRST_RETURN,A1-M02-I05-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,FUNCTION_OR_TASK_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000344,GRAMMAR_UNIT,GRAM-A1-142,A1-M01-I05-S4,SECOND_RETURN,A1-M02-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,FUNCTION_OR_TASK_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000345,GRAMMAR_UNIT,GRAM-A1-142,A1-M01-I05-S4,THIRD_RETURN,A1-M02-I06-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,FUNCTION_OR_TASK_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000346,GRAMMAR_UNIT,GRAM-A1-143,A1-M01-I05-S4,FIRST_RETURN,A1-M02-I05-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,FUNCTION_OR_TASK_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000347,GRAMMAR_UNIT,GRAM-A1-143,A1-M01-I05-S4,SECOND_RETURN,A1-M02-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,FUNCTION_OR_TASK_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000348,GRAMMAR_UNIT,GRAM-A1-143,A1-M01-I05-S4,THIRD_RETURN,A1-M02-I06-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,FUNCTION_OR_TASK_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000349,GRAMMAR_UNIT,GRAM-A1-144,A1-M01-I05-S4,FIRST_RETURN,A1-M02-I05-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,FUNCTION_OR_TASK_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000350,GRAMMAR_UNIT,GRAM-A1-144,A1-M01-I05-S4,SECOND_RETURN,A1-M02-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,FUNCTION_OR_TASK_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000351,GRAMMAR_UNIT,GRAM-A1-144,A1-M01-I05-S4,THIRD_RETURN,A1-M02-I06-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,FUNCTION_OR_TASK_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000352,MWU_SOURCE_UNIT,12B1-MWU-0197,A1-M01-I05-S4,FIRST_RETURN,A1-M02-I05-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000353,MWU_SOURCE_UNIT,12B1-MWU-0197,A1-M01-I05-S4,SECOND_RETURN,A1-M02-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000354,MWU_SOURCE_UNIT,12B1-MWU-0197,A1-M01-I05-S4,THIRD_RETURN,A1-M02-I06-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000355,MWU_SOURCE_UNIT,12B1-MWU-0199,A1-M01-I05-S4,FIRST_RETURN,A1-M02-I05-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000356,MWU_SOURCE_UNIT,12B1-MWU-0199,A1-M01-I05-S4,SECOND_RETURN,A1-M02-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000357,MWU_SOURCE_UNIT,12B1-MWU-0199,A1-M01-I05-S4,THIRD_RETURN,A1-M02-I06-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000358,MWU_SOURCE_UNIT,12B1-MWU-0200,A1-M01-I05-S4,FIRST_RETURN,A1-M02-I05-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000359,MWU_SOURCE_UNIT,12B1-MWU-0200,A1-M01-I05-S4,SECOND_RETURN,A1-M02-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000360,MWU_SOURCE_UNIT,12B1-MWU-0200,A1-M01-I05-S4,THIRD_RETURN,A1-M02-I06-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000361,MWU_SOURCE_UNIT,12B1-MWU-0201,A1-M01-I05-S4,FIRST_RETURN,A1-M02-I05-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000362,MWU_SOURCE_UNIT,12B1-MWU-0201,A1-M01-I05-S4,SECOND_RETURN,A1-M02-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000363,MWU_SOURCE_UNIT,12B1-MWU-0201,A1-M01-I05-S4,THIRD_RETURN,A1-M02-I06-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000364,MWU_SOURCE_UNIT,12B1-MWU-0202,A1-M01-I05-S4,FIRST_RETURN,A1-M02-I05-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000365,MWU_SOURCE_UNIT,12B1-MWU-0202,A1-M01-I05-S4,SECOND_RETURN,A1-M02-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000366,MWU_SOURCE_UNIT,12B1-MWU-0202,A1-M01-I05-S4,THIRD_RETURN,A1-M02-I06-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000367,MWU_SOURCE_UNIT,12B1-MWU-0203,A1-M01-I05-S4,FIRST_RETURN,A1-M02-I05-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000368,MWU_SOURCE_UNIT,12B1-MWU-0203,A1-M01-I05-S4,SECOND_RETURN,A1-M02-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000369,MWU_SOURCE_UNIT,12B1-MWU-0203,A1-M01-I05-S4,THIRD_RETURN,A1-M02-I06-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000370,MWU_SOURCE_UNIT,12B1-MWU-0205,A1-M01-I05-S4,FIRST_RETURN,A1-M02-I05-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000371,MWU_SOURCE_UNIT,12B1-MWU-0205,A1-M01-I05-S4,SECOND_RETURN,A1-M02-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000372,MWU_SOURCE_UNIT,12B1-MWU-0205,A1-M01-I05-S4,THIRD_RETURN,A1-M02-I06-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000373,MWU_SOURCE_UNIT,12B1-MWU-0206,A1-M01-I05-S4,FIRST_RETURN,A1-M02-I05-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000374,MWU_SOURCE_UNIT,12B1-MWU-0206,A1-M01-I05-S4,SECOND_RETURN,A1-M02-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000375,MWU_SOURCE_UNIT,12B1-MWU-0206,A1-M01-I05-S4,THIRD_RETURN,A1-M02-I06-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000376,MWU_SOURCE_UNIT,12B1-MWU-0207,A1-M01-I05-S4,FIRST_RETURN,A1-M02-I05-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000377,MWU_SOURCE_UNIT,12B1-MWU-0207,A1-M01-I05-S4,SECOND_RETURN,A1-M02-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000378,MWU_SOURCE_UNIT,12B1-MWU-0207,A1-M01-I05-S4,THIRD_RETURN,A1-M02-I06-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000379,MWU_SOURCE_UNIT,12B1-MWU-0212,A1-M01-I05-S4,FIRST_RETURN,A1-M02-I05-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000380,MWU_SOURCE_UNIT,12B1-MWU-0212,A1-M01-I05-S4,SECOND_RETURN,A1-M02-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000381,MWU_SOURCE_UNIT,12B1-MWU-0212,A1-M01-I05-S4,THIRD_RETURN,A1-M02-I06-S1,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000382,SENSE,SENSE-A1-000010,A1-M02-I05-S1,FIRST_RETURN,A1-M02-I05-S2,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000383,SENSE,SENSE-A1-000010,A1-M02-I05-S1,SECOND_RETURN,A1-M02-I06-S2,SAME_MODULE_CROSS_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000384,SENSE,SENSE-A1-000010,A1-M02-I05-S1,THIRD_RETURN,A1-M03-I05-S2,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000385,SENSE,SENSE-A1-000035,A1-M02-I05-S1,FIRST_RETURN,A1-M02-I05-S2,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-000386,SENSE,SENSE-A1-000035,A1-M02-I05-S1,SECOND_RETURN,A1-M02-I06-S2,SAME_MODULE_CROSS_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
