record_id,subphase,record_type,domain,source_section,source_phase,item,object_type,geographic_scope,a1_status,evidence_gate,baseline_action,crossref,notes,source_id,source_url,curriculum_version
10-0055,10A,CULTURAL_APPROXIMATION_TOPIC,Productos culturales,3.1 Literatura y pensamiento,APPROXIMATION,Cervantes y el Quijote como referentes universales,LITERARY_REFERENT,Spain + Hispanic America,NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Approximation pool only; curricular level must be decided separately.,PCIC-10,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/10_referentes_culturales_inventario.htm,v1.25
10-0056,10A,CULTURAL_APPROXIMATION_TOPIC,Productos culturales,3.1 Literatura y pensamiento,APPROXIMATION,impacto de personajes y obras literarias en cultura y lenguaje populares,CULTURAL_IMPACT,Spain + Hispanic America,NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Approximation pool only; curricular level must be decided separately.,PCIC-10,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/10_referentes_culturales_inventario.htm,v1.25
10-0057,10A,CULTURAL_APPROXIMATION_TOPIC,Productos culturales,3.1 Literatura y pensamiento,APPROXIMATION,referentes simbólicos de grandes obras en español,CULTURAL_SYMBOL,Spain + Hispanic America,NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Approximation pool only; curricular level must be decided separately.,PCIC-10,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/10_referentes_culturales_inventario.htm,v1.25
10-0058,10A,CULTURAL_APPROXIMATION_TOPIC,Música,3.2.1 Música clásica,APPROXIMATION,autores y obras musicales de proyección internacional,MUSICAL_REFERENT,Spain + Hispanic America,NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Approximation pool only; curricular level must be decided separately.,PCIC-10,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/10_referentes_culturales_inventario.htm,v1.25
10-0059,10A,CULTURAL_APPROXIMATION_TOPIC,Música,3.2.1 Música clásica,APPROXIMATION,intérpretes de música clásica de proyección internacional,MUSICAL_PERSON_REFERENT,Spain + Hispanic America,NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Approximation pool only; curricular level must be decided separately.,PCIC-10,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/10_referentes_culturales_inventario.htm,v1.25
10-0060,10A,CULTURAL_APPROXIMATION_TOPIC,Música,3.2.1 Música clásica,APPROXIMATION,cantantes de ópera de proyección internacional,MUSICAL_PERSON_REFERENT,Spain + Hispanic America,NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Approximation pool only; curricular level must be decided separately.,PCIC-10,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/10_referentes_culturales_inventario.htm,v1.25
10-0061,10A,CULTURAL_APPROXIMATION_TOPIC,Música,3.2.2 Música popular y tradicional,APPROXIMATION,cantantes y grupos de países hispanos con proyección internacional,POPULAR_MUSIC_REFERENT,Spain + Hispanic America,NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Approximation pool only; curricular level must be decided separately.,PCIC-10,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/10_referentes_culturales_inventario.htm,v1.25
10-0062,10A,CULTURAL_APPROXIMATION_TOPIC,Cine y artes escénicas,3.3.1 Cine,APPROXIMATION,películas hispanas con proyección internacional,FILM_REFERENT,Spain + Hispanic America,NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Approximation pool only; curricular level must be decided separately.,PCIC-10,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/10_referentes_culturales_inventario.htm,v1.25
10-0063,10A,CULTURAL_APPROXIMATION_TOPIC,Cine y artes escénicas,3.3.1 Cine,APPROXIMATION,directores de cine con proyección internacional,FILM_PERSON_REFERENT,Spain + Hispanic America,NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Approximation pool only; curricular level must be decided separately.,PCIC-10,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/10_referentes_culturales_inventario.htm,v1.25
10-0064,10A,CULTURAL_APPROXIMATION_TOPIC,Cine y artes escénicas,3.3.1 Cine,APPROXIMATION,actores y actrices con proyección internacional,FILM_PERSON_REFERENT,Spain + Hispanic America,NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Approximation pool only; curricular level must be decided separately.,PCIC-10,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/10_referentes_culturales_inventario.htm,v1.25
10-0065,10A,CULTURAL_APPROXIMATION_TOPIC,Cine y artes escénicas,3.3.1 Cine,APPROXIMATION,Luis Buñuel y su relevancia internacional,FILM_PERSON_REFERENT,Spain + Hispanic America,NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Approximation pool only; curricular level must be decided separately.,PCIC-10,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/10_referentes_culturales_inventario.htm,v1.25
10-0066,10A,CULTURAL_APPROXIMATION_TOPIC,Cine y artes escénicas,3.3.1 Cine,APPROXIMATION,Pedro Almodóvar y la difusión internacional del cine español,FILM_PERSON_REFERENT,Spain + Hispanic America,NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Approximation pool only; curricular level must be decided separately.,PCIC-10,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/10_referentes_culturales_inventario.htm,v1.25
10-0067,10A,CULTURAL_APPROXIMATION_TOPIC,Cine y artes escénicas,3.3.2 Teatro,APPROXIMATION,dramaturgos y obras teatrales de proyección internacional,THEATRE_REFERENT,Spain + Hispanic America,NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Approximation pool only; curricular level must be decided separately.,PCIC-10,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/10_referentes_culturales_inventario.htm,v1.25
10-0068,10A,CULTURAL_APPROXIMATION_TOPIC,Cine y artes escénicas,3.3.3 Danza,APPROXIMATION,compañías de danza de proyección internacional,DANCE_REFERENT,Spain + Hispanic America,NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Approximation pool only; curricular level must be decided separately.,PCIC-10,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/10_referentes_culturales_inventario.htm,v1.25
10-0069,10A,CULTURAL_APPROXIMATION_TOPIC,Cine y artes escénicas,3.3.3 Danza,APPROXIMATION,bailes representativos con proyección internacional,DANCE_REFERENT,Spain + Hispanic America,NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Approximation pool only; curricular level must be decided separately.,PCIC-10,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/10_referentes_culturales_inventario.htm,v1.25
10-0070,10A,CULTURAL_APPROXIMATION_TOPIC,Arquitectura,3.4 Arquitectura,APPROXIMATION,obras arquitectónicas y arquitectos de proyección internacional,ARCHITECTURAL_REFERENT,Spain + Hispanic America,NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Approximation pool only; curricular level must be decided separately.,PCIC-10,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/10_referentes_culturales_inventario.htm,v1.25
10-0071,10A,CULTURAL_APPROXIMATION_TOPIC,Artes plásticas,3.5.1 Pintura,APPROXIMATION,principales obras pictóricas del mundo hispano en la pintura universal,VISUAL_ART_REFERENT,Spain + Hispanic America,NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Approximation pool only; curricular level must be decided separately.,PCIC-10,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/10_referentes_culturales_inventario.htm,v1.25
10-0072,10A,CULTURAL_APPROXIMATION_TOPIC,Artes plásticas,3.5.1 Pintura,APPROXIMATION,Velázquez como referente de la pintura universal,VISUAL_ART_PERSON_REFERENT,Spain + Hispanic America,NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Approximation pool only; curricular level must be decided separately.,PCIC-10,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/10_referentes_culturales_inventario.htm,v1.25
10-0073,10A,CULTURAL_APPROXIMATION_TOPIC,Artes plásticas,3.5.1 Pintura,APPROXIMATION,Picasso como referente de la pintura del siglo XX,VISUAL_ART_PERSON_REFERENT,Spain + Hispanic America,NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Approximation pool only; curricular level must be decided separately.,PCIC-10,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/10_referentes_culturales_inventario.htm,v1.25
10-0074,10A,CULTURAL_APPROXIMATION_TOPIC,Artes plásticas,3.5.1 Pintura,APPROXIMATION,pinacotecas nacionales de proyección internacional,MUSEUM_REFERENT,Spain + Hispanic America,NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Approximation pool only; curricular level must be decided separately.,PCIC-10,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/10_referentes_culturales_inventario.htm,v1.25
10-0075,10A,CULTURAL_APPROXIMATION_TOPIC,Artes plásticas,3.5.2 Escultura,APPROXIMATION,escultores y obras escultóricas de proyección internacional,SCULPTURE_REFERENT,Spain + Hispanic America,NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Approximation pool only; curricular level must be decided separately.,PCIC-10,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/10_referentes_culturales_inventario.htm,v1.25
10-0076,10A,CULTURAL_APPROXIMATION_TOPIC,Artes plásticas,3.5.3 Fotografía,APPROXIMATION,fotógrafos y obras fotográficas de proyección internacional,PHOTOGRAPHY_REFERENT,Spain + Hispanic America,NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Approximation pool only; curricular level must be decided separately.,PCIC-10,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/10_referentes_culturales_inventario.htm,v1.25
10-0077,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Identificación personal,1.1.1 Nombres y apellidos,APPROXIMATION,"nombres y apellidos frecuentes; nombres compuestos, diminutivos y nombres familiares",SOCIOCULTURAL_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0078,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Identificación personal,1.1.1 Nombres y apellidos,APPROXIMATION,convenciones sociales sobre uso de nombres,SOCIAL_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0079,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Identificación personal,1.1.1 Nombres y apellidos,APPROXIMATION,uso de dos apellidos y conservación de apellidos tras el matrimonio,SOCIAL_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0080,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Identificación personal,1.1.2 Documentos de identificación,APPROXIMATION,documentos oficiales y no oficiales de identificación,INSTITUTIONAL_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0081,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Identificación personal,1.1.2 Documentos de identificación,APPROXIMATION,datos habituales incluidos en documentos personales,INSTITUTIONAL_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0082,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Familia,1.2 Unidad familiar,APPROXIMATION,concepto y tipos de unidad familiar,SOCIOCULTURAL_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0083,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Familia,1.2 Unidad familiar,APPROXIMATION,tipos de vínculos de pareja,SOCIOCULTURAL_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0084,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Familia,1.2 Unidad familiar,APPROXIMATION,concepto de familia política,SOCIOCULTURAL_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0085,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Vida cotidiana,1.3 Calendario y ritmos,APPROXIMATION,festividades de ámbito nacional,CALENDAR_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0086,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Vida cotidiana,1.3 Calendario y ritmos,APPROXIMATION,periodos vacacionales,CALENDAR_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0087,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Vida cotidiana,1.3 Calendario y ritmos,APPROXIMATION,duración y horarios habituales de la jornada laboral,TIME_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0088,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Vida cotidiana,1.3 Calendario y ritmos,APPROXIMATION,ritmos cotidianos relacionados con las comidas,TIME_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0089,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Vida cotidiana,1.3 Calendario y ritmos,APPROXIMATION,horarios de establecimientos y servicios,TIME_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0090,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Vida cotidiana,1.3 Calendario y ritmos,APPROXIMATION,horarios de transportes,TIME_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0091,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Vida cotidiana,1.3 Calendario y ritmos,APPROXIMATION,ritmos y horarios de centros de enseñanza,TIME_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0092,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Vida cotidiana,1.3 Calendario y ritmos,APPROXIMATION,saludos según momento del día,SOCIAL_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0093,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Comidas y bebidas,1.4.1 Cocina y alimentos,APPROXIMATION,horarios de comidas principales y alimentos asociados,FOOD_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0094,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Comidas y bebidas,1.4.1 Cocina y alimentos,APPROXIMATION,conceptos culturales de tapa y merienda,FOOD_CULTURE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0095,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Comidas y bebidas,1.4.1 Cocina y alimentos,APPROXIMATION,alimentos fundamentales de la dieta,FOOD_CULTURE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0096,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Comidas y bebidas,1.4.1 Cocina y alimentos,APPROXIMATION,organización del menú y orden de consumo,FOOD_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0097,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Comidas y bebidas,1.4.1 Cocina y alimentos,APPROXIMATION,tipos de platos según preparación,FOOD_CULTURE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0098,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Comidas y bebidas,1.4.1 Cocina y alimentos,APPROXIMATION,"condimentos, hierbas y especias habituales",FOOD_CULTURE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0099,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Comidas y bebidas,1.4.1 Cocina y alimentos,APPROXIMATION,acompañamientos habituales y valor cultural del pan,FOOD_CULTURE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0100,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Comidas y bebidas,1.4.1 Cocina y alimentos,APPROXIMATION,"papel del vino, café y otras bebidas en comidas",FOOD_CULTURE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0101,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Comidas y bebidas,1.4.1 Cocina y alimentos,APPROXIMATION,platos típicos por regiones,REGIONAL_FOOD_REFERENT,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0102,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Comidas y bebidas,1.4.2 Mesa,APPROXIMATION,elementos habituales de la mesa,TABLE_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0103,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Comidas y bebidas,1.4.2 Mesa,APPROXIMATION,fórmulas sociales asociadas a la mesa,TABLE_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0104,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Comidas y bebidas,1.4.2 Mesa,APPROXIMATION,celebraciones tradicionalmente organizadas alrededor de la mesa,SOCIAL_RITUAL,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0105,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Comidas y bebidas,1.4.3 Establecimientos,APPROXIMATION,tipos de establecimientos de restauración comunes,SERVICE_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0106,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Comidas y bebidas,1.4.3 Establecimientos,APPROXIMATION,horarios de apertura/cierre de establecimientos de restauración,SERVICE_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0107,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Comidas y bebidas,1.4.3 Establecimientos,APPROXIMATION,tratamiento al personal y formas de pedir,INTERACTION_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
