record_id,record_type,source_id,source_level,pcic_ref,pcic_short_label,normalized_spanishstories_item,inventory,transmission_mode,receptive_required,productive_required,domain_or_scope,parent_record_or_item,status,linked_inventory_or_item,baseline_lexicon_action,source_url,notes,curriculum_version
GEN8B-067,A1_RESOURCE_CROSSREF,PCIC-07,A1,3.3.3,Adverbios y locuciones dentro de la deixis espacial,Recurso lingüístico requerido por Describir lugares,A1-DISCOURSE,MIXED,YES,YES,PLACE_DESCRIPTION,GEN8B-033,A1_CROSSREF,Nociones generales 3,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-068,A1_RESOURCE_CROSSREF,PCIC-07,A1,3.3.3,Deixis temporal,Recurso lingüístico requerido por Describir lugares,A1-DISCOURSE,MIXED,YES,YES,PLACE_DESCRIPTION,GEN8B-033,A1_CROSSREF,Pragmática 1.3.2; Nociones generales 4,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-069,A1_RESOURCE_CROSSREF,PCIC-07,A1,3.3.3,Deixis personal,Recurso lingüístico requerido por Describir lugares,A1-DISCOURSE,MIXED,YES,YES,PLACE_DESCRIPTION,GEN8B-033,A1_CROSSREF,Pragmática 1.3.3,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-070,A2_GENRE_BOUNDARY,PCIC-07,A2,1.2,"Conversaciones cara a cara informales, sencillas y rutinarias sobre actividades cotidianas, tiempo libre, trabajo, gustos e intereses","Conversaciones cara a cara informales, sencillas y rutinarias sobre actividades cotidianas, tiempo libre, trabajo, gustos e intereses",A1-GENRES,ORAL,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-071,A2_GENRE_BOUNDARY,PCIC-07,A2,1.2,"Conversaciones transaccionales cara a cara en tiendas, hoteles, restaurantes, turismo, estaciones/aeropuertos, correos o bancos","Conversaciones transaccionales cara a cara en tiendas, hoteles, restaurantes, turismo, estaciones/aeropuertos, correos o bancos",A1-GENRES,ORAL,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-072,A2_GENRE_BOUNDARY,PCIC-07,A2,1.2,Conversaciones telefónicas muy breves y sencillas,Conversaciones telefónicas muy breves y sencillas,A1-GENRES,ORAL,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-073,A2_GENRE_BOUNDARY,PCIC-07,A2,1.2,Conversaciones transaccionales telefónicas para información puntual,Conversaciones transaccionales telefónicas para información puntual,A1-GENRES,ORAL,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-074,A2_GENRE_BOUNDARY,PCIC-07,A2,1.2,Instrucciones breves y sencillas sobre casa o trabajo,Instrucciones breves y sencillas sobre casa o trabajo,A1-GENRES,ORAL,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-075,A2_GENRE_BOUNDARY,PCIC-07,A2,1.2,Presentaciones públicas simples y breves con apoyo visual sobre temas conocidos,Presentaciones públicas simples y breves con apoyo visual sobre temas conocidos,A1-GENRES,ORAL,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-076,A2_GENRE_BOUNDARY,PCIC-07,A2,1.3,"Anuncios publicitarios sobre alojamiento, hoteles y viajes","Anuncios publicitarios sobre alojamiento, hoteles y viajes",A1-GENRES,WRITTEN,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-077,A2_GENRE_BOUNDARY,PCIC-07,A2,1.3,Biografías breves y sencillas,Biografías breves y sencillas,A1-GENRES,WRITTEN,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-078,A2_GENRE_BOUNDARY,PCIC-07,A2,1.3,Cartas de restaurantes y menús,Cartas de restaurantes y menús,A1-GENRES,WRITTEN,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-079,A2_GENRE_BOUNDARY,PCIC-07,A2,1.3,Carteleras de espectáculos,Carteleras de espectáculos,A1-GENRES,WRITTEN,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-080,A2_GENRE_BOUNDARY,PCIC-07,A2,1.3,"Carteles en restaurantes, estaciones de tren y lugares de trabajo","Carteles en restaurantes, estaciones de tren y lugares de trabajo",A1-GENRES,WRITTEN,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-081,A2_GENRE_BOUNDARY,PCIC-07,A2,1.3,Cuentos breves en versión simplificada,Cuentos breves en versión simplificada,A1-GENRES,WRITTEN,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-082,A2_GENRE_BOUNDARY,PCIC-07,A2,1.3,Diarios breves y pautados,Diarios breves y pautados,A1-GENRES,WRITTEN,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-083,A2_GENRE_BOUNDARY,PCIC-07,A2,1.3,Etiquetas de productos y embalajes,Etiquetas de productos y embalajes,A1-GENRES,WRITTEN,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-084,A2_GENRE_BOUNDARY,PCIC-07,A2,1.3,Formularios de inscripciones o matrículas,Formularios de inscripciones o matrículas,A1-GENRES,WRITTEN,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-085,A2_GENRE_BOUNDARY,PCIC-07,A2,1.3,Hojas y folletos informativos/publicitarios sencillos,Hojas y folletos informativos/publicitarios sencillos,A1-GENRES,WRITTEN,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-086,A2_GENRE_BOUNDARY,PCIC-07,A2,1.3,Horóscopos,Horóscopos,A1-GENRES,WRITTEN,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-087,A2_GENRE_BOUNDARY,PCIC-07,A2,1.3,Informaciones meteorológicas,Informaciones meteorológicas,A1-GENRES,WRITTEN,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-088,A2_GENRE_BOUNDARY,PCIC-07,A2,1.3,Informes breves y predecibles sobre temas familiares,Informes breves y predecibles sobre temas familiares,A1-GENRES,WRITTEN,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-089,A2_GENRE_BOUNDARY,PCIC-07,A2,1.3,Listas de precios y productos,Listas de precios y productos,A1-GENRES,WRITTEN,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-090,A2_GENRE_BOUNDARY,PCIC-07,A2,1.3,Notas y mensajes breves — recepción,Notas y mensajes breves — recepción,A1-GENRES,WRITTEN,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-091,A2_GENRE_BOUNDARY,PCIC-07,A2,1.3,Notas y mensajes muy breves sobre necesidades inmediatas — producción,Notas y mensajes muy breves sobre necesidades inmediatas — producción,A1-GENRES,WRITTEN,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-092,A2_GENRE_BOUNDARY,PCIC-07,A2,1.3,Noticias de actualidad altamente predecibles sobre temas conocidos,Noticias de actualidad altamente predecibles sobre temas conocidos,A1-GENRES,WRITTEN,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-093,A2_GENRE_BOUNDARY,PCIC-07,A2,1.3,Ofertas de trabajo,Ofertas de trabajo,A1-GENRES,WRITTEN,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-094,A2_GENRE_BOUNDARY,PCIC-07,A2,1.3,"Postales, cartas y mensajes electrónicos personales de presentación/agradecimiento/excusa/invitación","Postales, cartas y mensajes electrónicos personales de presentación/agradecimiento/excusa/invitación",A1-GENRES,WRITTEN,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-095,A2_GENRE_BOUNDARY,PCIC-07,A2,1.3,Programación de radio y televisión,Programación de radio y televisión,A1-GENRES,WRITTEN,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-096,A2_GENRE_BOUNDARY,PCIC-07,A2,1.3,Recetas de cocina breves y sencillas,Recetas de cocina breves y sencillas,A1-GENRES,WRITTEN,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-097,A2_DISCOURSE_BOUNDARY,PCIC-07,A2,3.1,Puesta en relación,Comparar o relacionar a la persona descrita con otro referente,A1-DISCOURSE,MIXED,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-098,A2_DISCOURSE_BOUNDARY,PCIC-07,A2,3.1,Inserción de secuencia narrativa,Insertar un episodio narrativo dentro de una descripción de persona,A1-DISCOURSE,MIXED,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-099,A2_DISCOURSE_BOUNDARY,PCIC-07,A2,3.1,Colores como expansión explícita del perfil descriptivo A2,Añadir color como recurso listado en la columna A2 de este perfil,A1-DISCOURSE,MIXED,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-100,A2_DISCOURSE_BOUNDARY,PCIC-07,A2,3.1,Pretérito imperfecto descriptivo/habitual,Usar imperfecto con valor descriptivo o habitual dentro del perfil A2,A1-DISCOURSE,MIXED,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-101,A2_DISCOURSE_BOUNDARY,PCIC-07,A2,3.2,Puesta en relación,"Relacionar el objeto con usos, clases o comparaciones",A1-DISCOURSE,MIXED,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-102,A2_DISCOURSE_BOUNDARY,PCIC-07,A2,3.2,Inserción de secuencia narrativa,Insertar un episodio narrativo dentro de una descripción de objeto,A1-DISCOURSE,MIXED,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-103,A2_DISCOURSE_BOUNDARY,PCIC-07,A2,3.2,Colores como expansión explícita del perfil descriptivo A2,Añadir color como recurso listado en la columna A2 de este perfil,A1-DISCOURSE,MIXED,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-104,A2_DISCOURSE_BOUNDARY,PCIC-07,A2,3.2,Dimensión perceptiva/anímica como expansión A2,Añadir cualidades perceptivas/evaluativas dentro de este perfil A2,A1-DISCOURSE,MIXED,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-105,A2_DISCOURSE_BOUNDARY,PCIC-07,A2,3.2,Verbos de cambio como expansión A2,Incorporar cambio dentro de la descripción de objetos A2,A1-DISCOURSE,MIXED,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-106,A2_DISCOURSE_BOUNDARY,PCIC-07,A2,3.3,Puesta en relación,Relacionar/comparar el lugar descrito con otros referentes,A1-DISCOURSE,MIXED,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-107,A2_DISCOURSE_BOUNDARY,PCIC-07,A2,3.3,Inserción de secuencia narrativa,Insertar un episodio narrativo dentro de una descripción de lugar,A1-DISCOURSE,MIXED,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-108,A2_DISCOURSE_BOUNDARY,PCIC-07,A2,3.3,Verbos de posición como expansión A2,Incorporar relaciones de posición más desarrolladas,A1-DISCOURSE,MIXED,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-109,A2_DISCOURSE_BOUNDARY,PCIC-07,A2,3.3,Verbos/recursos de orientación como expansión A2,Incorporar orientación dentro del perfil A2,A1-DISCOURSE,MIXED,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-110,A2_DISCOURSE_BOUNDARY,PCIC-07,A2,3.3,Verbos de cambio como expansión A2,Incorporar cambio dentro de la descripción de lugares A2,A1-DISCOURSE,MIXED,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-111,A2_DISCOURSE_BOUNDARY,PCIC-07,A2,3.4,Macrofunción narrativa,"Narrar con situación inicial, complicación, acción, resolución y situación final",A1-DISCOURSE,MIXED,,,,,A2_ONLY_ON_A1_A2_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,,1.22
GEN8B-112,FUNCTION_CROSSREF_RESOLUTION,PCIC-07,A1,3.1–3.3,FUNC-PEND-001 — Describir,"Describir personas, objetos y lugares mediante macrofunción descriptiva elemental",A1-FUNCTIONS,MIXED,YES,YES,descripción,,A1_CROSSREF_CONFIRMED,FUNC-PEND-001; FUNC-A1-NEW-DESCRIBIR,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,Adds one top-level A1 function; three discourse subprofiles are retained as subfunctions.,1.22
GEN8B-113,FUNCTION_CROSSREF_RESOLUTION,PCIC-07,A2,3.4,FUNC-PEND-002 — Narrar,Narrar no recibe realización A1 en PCIC-07; la macrofunción narrativa comienza en A2,A1-FUNCTIONS,MIXED,NO,NO,narración,,CROSS_REF_RESOLVED_A2_ONLY,FUNC-PEND-002,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,Closes the pending reference without adding an A1 function.,1.22
GEN8B-114,CROSS_FRAMEWORK_ASSERTION,CEFR-04,A1,CEFR-A1-012,Leer por placer — narraciones cortas e ilustradas,Comprender receptivamente narraciones/historias cortas e ilustradas con lenguaje sencillo y fuerte apoyo visual,A1-GENRES,WRITTEN,YES,NO,story/narrative input,,CEFR_A1_RECEPTIVE_EXTENSION_NOT_PCIC07_A1_GENRE,CEFR-A1-012,NO_CHANGE,,PCIC-07 places simplified short stories and the narrative macrofunction in A2; CEFR independently licenses very simple illustrated narrative reception at A1. Preserve both source assertions.,1.22
GEN8B-115,STRUCTURAL_NOTE,PCIC-07,A1-A2,1.1 vs 1.2,Índice amplio vs perfil oral detallado,Usar 1.2 como fuente canónica de alcance R/P para A1; no promover conversación formal por aparecer en el índice 1.1,A1-GENRES,,,,,,NORMALIZATION_RULE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,"The A1 alphabetical index mentions informal/formal face-to-face conversations, while detailed 1.2 specifies very brief informal conversations. Detailed profile controls operational A1 scope.",1.22
GEN8B-116,STRUCTURAL_NOTE,PCIC-07,A1-A2,1.1 vs 1.3,Índice amplio vs perfil escrito detallado,Usar 1.3 para el inventario canónico A1; no promover cartas/faxes u otros productos que no reaparecen en el detalle A1,A1-GENRES,,,,,,NORMALIZATION_RULE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,Prevents the broad alphabetical index from inflating the detailed A1 written-genre inventory.,1.22
GEN8B-117,STRUCTURAL_NOTE,PCIC-07,A2,2.1.1,Muestra de conversación transaccional,"La página ofrece una muestra desarrollada A2, no una muestra A1; sus exponentes son ilustrativos y remiten al inventario de Funciones",A1-DISCOURSE,,,,,,NO_A1_SAMPLE_ON_PAGE,,NO_CHANGE,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/07_generos_discursivos_inventario_a1-a2.htm,"Do not mine the A2 sample for A1 vocabulary, chunks, discourse moves or politeness formulas.",1.22
