record_id,record_type,domain,source_section,level,item,orthography_object_type,regional_scope,crossref,evidence_gate,baseline_action,notes,source_id,source_url,curriculum_version
9B-0069,A1_ORTHOGRAPHY_ITEM,Ortografía de letras y palabras,1.5 Minúsculas iniciales,A1,Minúscula después de dos puntos en continuidad de enunciado,LOWERCASE_PUNCTUATION,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0070,A1_ORTHOGRAPHY_ITEM,Ortografía de letras y palabras,1.5 Minúsculas iniciales,A1,"Minúscula tras ?/! cuando sigue coma, punto y coma o dos puntos",LOWERCASE_PUNCTUATION,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0071,A1_ORTHOGRAPHY_ITEM,Ortografía de letras y palabras,1.6 Tipos de letra,A1,"Letras voladas en abreviaturas frecuentes: D.ª, n.º, 1.º",ABBREVIATION_TYPOGRAPHY,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0072,A1_ORTHOGRAPHY_ITEM,Ortografía de letras y palabras,1.7 Ortografía de las palabras,A1,Grupos consonánticos inseparables en silabeo básico,SYLLABIFICATION,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0073,A1_ORTHOGRAPHY_ITEM,Ortografía de letras y palabras,1.7 Ortografía de las palabras,A1,Por qué / porque: escritura condicionada,HOMOPHONIC_ORTHOGRAPHY,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0074,A1_ORTHOGRAPHY_ITEM,Ortografía de letras y palabras,1.7 Ortografía de las palabras,A1,Cardinales escritos como palabra simple,NUMBER_ORTHOGRAPHY,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0075,A1_ORTHOGRAPHY_ITEM,Ortografía de letras y palabras,1.7 Ortografía de las palabras,A1,Cardinales escritos como palabra compuesta,NUMBER_ORTHOGRAPHY,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0076,A1_ORTHOGRAPHY_ITEM,Ortografía de letras y palabras,1.7 Ortografía de las palabras,A1,Cardinales escritos como combinación de palabras,NUMBER_ORTHOGRAPHY,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0077,A1_ORTHOGRAPHY_ITEM,Ortografía de letras y palabras,1.7 Ortografía de las palabras,A1,"Decimales con coma: 1,5",NUMBER_FORMAT,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0078,A1_ORTHOGRAPHY_ITEM,Ortografía de letras y palabras,1.7 Ortografía de las palabras,A1,"Fecha: orden, cifras/palabras, sin punto en años, minúscula en día/mes",DATE_FORMAT,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0079,A1_ORTHOGRAPHY_ITEM,Ortografía de letras y palabras,1.7 Ortografía de las palabras,A1,Hora cotidiana en formato de 12 horas,TIME_FORMAT,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0080,A1_ORTHOGRAPHY_ITEM,Ortografía de letras y palabras,1.7 Ortografía de las palabras,A1,Hora cotidiana en formato de 24 horas,TIME_FORMAT,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0081,A1_ORTHOGRAPHY_ITEM,Acentuación gráfica,2.1 Reglas generales,A1,Tilde en interrogativos y exclamativos,ACCENT_RULE,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0082,A1_ORTHOGRAPHY_ITEM,Acentuación gráfica,2.1 Reglas generales,A1,Tilde obligatoria también en mayúsculas,ACCENT_RULE,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0083,A1_ORTHOGRAPHY_ITEM,Acentuación gráfica,2.2 Tilde diacrítica,A1,Contraste diacrítico qué / que,DIACRITIC_ACCENT,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0084,A1_ORTHOGRAPHY_ITEM,Acentuación gráfica,2.2 Tilde diacrítica,A1,Contraste diacrítico él / el,DIACRITIC_ACCENT,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0085,A1_ORTHOGRAPHY_ITEM,Acentuación gráfica,2.2 Tilde diacrítica,A1,Contraste diacrítico te / té,DIACRITIC_ACCENT,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0086,A1_ORTHOGRAPHY_ITEM,Acentuación gráfica,2.2 Tilde diacrítica,A1,Contraste diacrítico se / sé,DIACRITIC_ACCENT,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0087,A1_ORTHOGRAPHY_ITEM,Acentuación gráfica,2.2 Tilde diacrítica,A1,Contraste diacrítico tu / tú,DIACRITIC_ACCENT,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0088,A1_ORTHOGRAPHY_ITEM,Puntuación,3.1 Punto,A1,"Punto y seguido, punto y aparte y punto final",PERIOD,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0089,A1_ORTHOGRAPHY_ITEM,Puntuación,3.1 Punto,A1,Punto y seguido y continuidad en el mismo renglón,PERIOD_LAYOUT,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0090,A1_ORTHOGRAPHY_ITEM,Puntuación,3.1 Punto,A1,"Punto en abreviaturas/siglas según convención: D.ª, tfno.",PERIOD_ABBREVIATION,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0091,A1_ORTHOGRAPHY_ITEM,Puntuación,3.1 Punto,A1,Ausencia de punto en números de teléfono,PERIOD_OMISSION,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0092,A1_ORTHOGRAPHY_ITEM,Puntuación,3.1 Punto,A1,No añadir punto después de ? o ! de cierre,PERIOD_OMISSION,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0093,A1_ORTHOGRAPHY_ITEM,Puntuación,3.1 Punto,A1,Punto para fracciones de hora: 11.30,TIME_PUNCTUATION,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0094,A1_ORTHOGRAPHY_ITEM,Puntuación,3.1 Punto,A1,Punto en direcciones de correo electrónico,DIGITAL_ORTHOGRAPHY,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0095,A1_ORTHOGRAPHY_ITEM,Puntuación,3.1 Punto,A1,Punto en direcciones web,DIGITAL_ORTHOGRAPHY,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0096,A1_ORTHOGRAPHY_ITEM,Puntuación,3.2 Coma,A1,Coma en enumeraciones con y/o,COMMA_ENUMERATION,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0097,A1_ORTHOGRAPHY_ITEM,Puntuación,3.2 Coma,A1,Coma en enumeraciones con e/u,COMMA_ENUMERATION,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0098,A1_ORTHOGRAPHY_ITEM,Puntuación,3.2 Coma,A1,Ausencia de coma entre sujeto y verbo,COMMA_PROHIBITION,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0099,A1_ORTHOGRAPHY_ITEM,Puntuación,3.2 Coma,A1,Coma como separador decimal,NUMBER_PUNCTUATION,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0100,A1_ORTHOGRAPHY_ITEM,Puntuación,3.3 Dos puntos,A1,Dos puntos para enumeración anunciada,COLON_ENUMERATION,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0101,A1_ORTHOGRAPHY_ITEM,Puntuación,3.3 Dos puntos,A1,Dos puntos y continuidad en ejemplificaciones/numeraciones,COLON_LAYOUT,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0102,A1_ORTHOGRAPHY_ITEM,Puntuación,3.3 Dos puntos,A1,Dos puntos para fracciones de hora: 11:30,TIME_PUNCTUATION,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0103,A1_ORTHOGRAPHY_ITEM,Puntuación,3.6 Interrogación y exclamación,A1,Apertura y cierre obligatorios de interrogación y exclamación,QUESTION_EXCLAMATION_MARKS,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0104,A1_ORTHOGRAPHY_ITEM,Puntuación,3.6 Interrogación y exclamación,A1,Concurrencia de ?/! con otros signos excepto punto,QUESTION_EXCLAMATION_MARKS,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0105,A1_ORTHOGRAPHY_ITEM,Puntuación,3.7 Paréntesis,A1,Paréntesis para complementos/incisos básicos,PARENTHESES,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0106,A1_ORTHOGRAPHY_ITEM,Puntuación,3.9 Comillas,A1,Comillas para discriminar voces extranjeras,QUOTATION_MARKS,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0107,A1_ORTHOGRAPHY_ITEM,Puntuación,3.10 Guión,A1,Guión en nombres y apellidos compuestos,HYPHEN,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0108,A1_ORTHOGRAPHY_ITEM,Puntuación,3.11 Raya,A1,Raya para intervenciones de diálogo sin nombre de personaje,DASH_DIALOGUE,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0109,A1_ORTHOGRAPHY_ITEM,Puntuación,3.12 Barra,A1,Barra en abreviaturas: c/,SLASH_ABBREVIATION,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0110,A1_ORTHOGRAPHY_ITEM,Puntuación,3.12 Barra,A1,Barra para dos o más opciones: profesor/a,SLASH_OPTIONS,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0111,A1_ORTHOGRAPHY_ITEM,Abreviaturas y siglas,4.1 Abreviaturas,A1,"Abreviaturas de tratamiento: D., Sr., Ud./Vd.",ABBREVIATION,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0112,A1_ORTHOGRAPHY_ITEM,Abreviaturas y siglas,4.1 Abreviaturas,A1,"Abreviaturas con punto: tfno., ej.",ABBREVIATION,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0113,A1_ORTHOGRAPHY_ITEM,Abreviaturas y siglas,4.1 Abreviaturas,A1,Abreviaturas con barra: c/,ABBREVIATION,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0114,A1_ORTHOGRAPHY_ITEM,Abreviaturas y siglas,4.1 Abreviaturas,A1,Género de abreviaturas: Sra./Sr.ª,ABBREVIATION_GENDER,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0115,A1_ORTHOGRAPHY_ITEM,Abreviaturas y siglas,4.1 Abreviaturas,A1,Mayúscula/minúscula inicial según palabra abreviada,ABBREVIATION_CASE,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0116,A1_ORTHOGRAPHY_ITEM,Abreviaturas y siglas,4.2 Siglas y acrónimos,A1,"Siglas/acrónimos en mayúsculas: IC, RAE",ACRONYM_CASE,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0117,A1_ORTHOGRAPHY_ITEM,Abreviaturas y siglas,4.3 Símbolos,A1,"Símbolos alfabetizables de monedas: ARS, CLP, UYU",SYMBOL,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0118,A1_ORTHOGRAPHY_ITEM,Abreviaturas y siglas,4.3 Símbolos,A1,"Símbolos alfabetizables de puntos cardinales: N, S, E, O",SYMBOL,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0119,A1_ORTHOGRAPHY_ITEM,Abreviaturas y siglas,4.3 Símbolos,A1,"Símbolos no alfabetizables básicos: $, €, ¢, @",SYMBOL,,,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0120,A1_REGIONAL_ORTHOGRAPHY_ASSERTION,Variación ortográfica/fonográfica,1.1 Abecedario,A1,Nombre de w como «doble u»,REGIONAL_GRAPHEME_PHONEME_MAPPING,México y algunos países de Centroamérica,9A_REGIONAL_PHONOLOGY,PCIC_A1_EXPLICIT_REGIONAL,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0121,A1_REGIONAL_ORTHOGRAPHY_ASSERTION,Variación ortográfica/fonográfica,1.3.2 c/k/q/z/ch,A1,"c ante e,i representa /s/ en sistemas seseantes",REGIONAL_GRAPHEME_PHONEME_MAPPING,"Hispanoamérica, suroeste de España, Canarias",9A_REGIONAL_PHONOLOGY,PCIC_A1_EXPLICIT_REGIONAL,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0122,A1_REGIONAL_ORTHOGRAPHY_ASSERTION,Variación ortográfica/fonográfica,1.3.2 c/k/q/z/ch,A1,"z ante a,o,u representa /s/ en sistemas seseantes",REGIONAL_GRAPHEME_PHONEME_MAPPING,"Hispanoamérica, suroeste de España, Canarias",9A_REGIONAL_PHONOLOGY,PCIC_A1_EXPLICIT_REGIONAL,NO_LEXICAL_BASELINE_CHANGE,,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0123,A2_ORTHOGRAPHY_BOUNDARY,Ortografía de letras y palabras,1.3.1 b/v/w,A2,b en imperfecto de indicativo de -ar e ir,MORPHOLOGICAL_SPELLING,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0124,A2_ORTHOGRAPHY_BOUNDARY,Ortografía de letras y palabras,1.3.1 b/v/w,A2,v en pretérito indefinido de andar/estar/tener,MORPHOLOGICAL_SPELLING,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0125,A2_ORTHOGRAPHY_BOUNDARY,Ortografía de letras y palabras,1.3.1 b/v/w,A2,v después de n,POSITIONAL_SPELLING,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0126,A2_ORTHOGRAPHY_BOUNDARY,Ortografía de letras y palabras,1.3.1 b/v/w,A2,Terminaciones llanas -ava/-avo/-eva/-eve/-evo/-iva/-ivo,LEXICAL_SPELLING_PATTERN,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0127,A2_ORTHOGRAPHY_BOUNDARY,Ortografía de letras y palabras,1.3.2 c/k/q/z/ch,A2,Plural de palabras terminadas en -z: luz→luces,MORPHOLOGICAL_SPELLING,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0128,A2_ORTHOGRAPHY_BOUNDARY,Ortografía de letras y palabras,1.3.2 c/k/q/z/ch,A2,z en 3.ª singular del indefinido de hacer,MORPHOLOGICAL_SPELLING,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0129,A2_ORTHOGRAPHY_BOUNDARY,Ortografía de letras y palabras,1.3.3 g/j,A2,Palabras terminadas en -aje,LEXICAL_SPELLING_PATTERN,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0130,A2_ORTHOGRAPHY_BOUNDARY,Ortografía de letras y palabras,1.3.4 h,A2,h final e intercalada,POSITIONAL_SPELLING,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0131,A2_ORTHOGRAPHY_BOUNDARY,Ortografía de letras y palabras,1.3.5 y/ll,A2,Irregularidades ortográficas de gerundio: leyendo/oyendo/yendo,MORPHOLOGICAL_SPELLING,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0132,A2_ORTHOGRAPHY_BOUNDARY,Ortografía de letras y palabras,1.3.5 y/ll,A2,Palabras terminadas en -illa/-illo,LEXICAL_SPELLING_PATTERN,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0133,A2_ORTHOGRAPHY_BOUNDARY,Ortografía de letras y palabras,1.3.6 m/n/ñ,A2,n delante de v,POSITIONAL_SPELLING,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0134,A2_ORTHOGRAPHY_BOUNDARY,Ortografía de letras y palabras,1.3.9 s/x,A2,x reducida a /s/ en final de sílaba,GRAPHEME_PHONEME_MAPPING,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0135,A2_ORTHOGRAPHY_BOUNDARY,Ortografía de letras y palabras,1.3.9 s/x,A2,x como /x/ en nombres propios como Ximena,LEXICAL_SPELLING_PATTERN,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
