domain,item_type,item,source_level,status,action,notes
CIUDAD,BOUNDARY_ASSERTION,estatua,A2,PCIC_A2_ASSERTION_IN_DOMAIN,DO_NOT_IMPORT_FROM_THIS_ASSERTION,"Level applies to this PCIC domain assertion, not necessarily to the form globally."
CIUDAD,BOUNDARY_ASSERTION,calle peatonal,A2,PCIC_A2_ASSERTION_IN_DOMAIN,DO_NOT_IMPORT_FROM_THIS_ASSERTION,"Level applies to this PCIC domain assertion, not necessarily to the form globally."
CIUDAD,BOUNDARY_ASSERTION,ciudad cosmopolita,A2,PCIC_A2_ASSERTION_IN_DOMAIN,DO_NOT_IMPORT_FROM_THIS_ASSERTION,"Level applies to this PCIC domain assertion, not necessarily to the form globally."
CIUDAD_EXTERNAL_STRESS_TEST,EXTERNAL_ITEM,semáforo,A1_LABEL_EXTERNAL,PEDAGOGICAL_A1_EXTENSION_ONLY,NO_PROMOTION,No explicit A1 authorization established in this audit; no promotion.
CIUDAD_EXTERNAL_STRESS_TEST,EXTERNAL_ITEM,farola,A1_LABEL_EXTERNAL,PEDAGOGICAL_A1_EXTENSION_ONLY,NO_PROMOTION,No explicit A1 authorization established in this audit; no promotion.
CIUDAD_EXTERNAL_STRESS_TEST,EXTERNAL_ITEM,fuente,A1_LABEL_EXTERNAL,PEDAGOGICAL_A1_EXTENSION_ONLY,NO_PROMOTION,No explicit A1 authorization established in this audit; no promotion.
CIUDAD_EXTERNAL_STRESS_TEST,EXTERNAL_ITEM,contenedor,A1_LABEL_EXTERNAL,PEDAGOGICAL_A1_EXTENSION_ONLY,NO_PROMOTION,No explicit A1 authorization established in this audit; no promotion.
CIUDAD_EXTERNAL_STRESS_TEST,EXTERNAL_ITEM,señal,A1_LABEL_EXTERNAL,PEDAGOGICAL_A1_EXTENSION_ONLY,NO_PROMOTION,No explicit A1 authorization established in this audit; no promotion.
CIUDAD_EXTERNAL_STRESS_TEST,EXTERNAL_ITEM,acera,A1_LABEL_EXTERNAL,PEDAGOGICAL_A1_EXTENSION_ONLY,NO_PROMOTION,No explicit A1 authorization established in this audit; no promotion.
CIUDAD_EXTERNAL_STRESS_TEST,EXTERNAL_ITEM,buzón,A1_LABEL_EXTERNAL,PEDAGOGICAL_A1_EXTENSION_ONLY,NO_PROMOTION,No explicit A1 authorization established in this audit; no promotion.
CIUDAD_EXTERNAL_STRESS_TEST,EXTERNAL_ITEM,cartel,A1_LABEL_EXTERNAL,PEDAGOGICAL_A1_EXTENSION_ONLY,NO_PROMOTION,No explicit A1 authorization established in this audit; no promotion.
CIUDAD_EXTERNAL_STRESS_TEST,EXTERNAL_ITEM,cosmopolita,A1_LABEL_EXTERNAL,PED_A1_LABEL_BUT_PCIC_CITY_A2,NO_PROMOTION,Explicit A2 in PCIC city description.
CIUDAD_EXTERNAL_STRESS_TEST,EXTERNAL_ITEM,edificio,A1_LABEL_EXTERNAL,PED_A1_LABEL_AND_PCIC_A1_ELSEWHERE,KEEP_EXISTING_ONLY,"PCIC A1 support comes from Actividades artísticas, not from the external lesson."
